,id,ticker,title,link,topic,published_est,market,begin_price,end_price,index_begin_price,index_end_price,daily_return,index_return,daily_alpha,actual_action,predicted_action,confidence
156,187,ALVO,Alvotech Announces Changes to the Leadership Team,https://www.globenewswire.com/news-release/2023/09/05/2737492/0/en/Alvotech-Announces-Changes-to-the-Leadership-Team.html,Management Changes,2023-09-05 09:30:00,market_open,9.9099998474,9.8699998856,450.7300109863,449.2399902344,-0.0040363232,-0.0033057944,-0.0007305287,short,short,
157,188,ALVO,Alvotech Provides Update on Status of  Biologics License Applications for AVT02 and AVT04,https://www.globenewswire.com/news-release/2024/01/19/2812429/0/en/Alvotech-Provides-Update-on-Status-of-Biologics-License-Applications-for-AVT02-and-AVT04.html,European Regulatory News,2024-01-19 11:30:00,market_open,13.0799999237,14.1400003433,477.6499938965,482.4299926758,0.0810397879,0.0100073251,0.0710324628,long,long,
158,189,ALVO,"Alvotech tilkynnir hvenær sala á AVT04, líftæknilyfjahliðstæðu við Stelara, getur hafist á alþjóðlegum mörkuðum",https://www.globenewswire.com/news-release/2024/02/15/2829780/0/is/Alvotech-tilkynnir-hven%C3%A6r-sala-%C3%A1-AVT04-l%C3%ADft%C3%A6knilyfjahli%C3%B0st%C3%A6%C3%B0u-vi%C3%B0-Stelara-getur-hafist-%C3%A1-al%C3%BEj%C3%B3%C3%B0legum-m%C3%B6rku%C3%B0um.html,European Regulatory News,2024-02-15 06:30:00,pre_market,15.6999998093,15.75,498.5700073242,499.2900085449,0.0031847256,0.0014441326,0.0017405929,long,long,
159,205,AMRN,"Amarin to Report First Quarter 2023 Financial Results and Host Conference Call on May 3, 2023",https://www.globenewswire.com/news-release/2023/04/19/2649963/18362/en/Amarin-to-Report-First-Quarter-2023-Financial-Results-and-Host-Conference-Call-on-May-3-2023.html,Conference Calls/ Webcasts,2023-04-19 08:00:00,pre_market,1.3700000048,1.3600000143,414.2099914551,412.2200012207,-0.0072992631,-0.0048043028,-0.0024949603,short,short,
160,199,AMRN,"Amarin to Report Third Quarter 2023 Financial Results and Host Conference Call on November 1, 2023",https://www.globenewswire.com/news-release/2023/10/19/2763140/18362/en/Amarin-to-Report-Third-Quarter-2023-Financial-Results-and-Host-Conference-Call-on-November-1-2023.html,Conference Calls/ Webcasts,2023-10-19 08:00:00,pre_market,0.7699999809,0.75,430.2099914551,430.950012207,-0.0259740018,0.0017201385,-0.0276941403,short,short,
161,200,AMRN,Amarin Board of Directors Announces Executive Compensation Program for New President and CEO Patrick Holt,https://www.globenewswire.com/news-release/2023/07/20/2708141/18362/en/Amarin-Board-of-Directors-Announces-Executive-Compensation-Program-for-New-President-and-CEO-Patrick-Holt.html,Directors and Officers,2023-07-20 08:00:00,pre_market,1.0800000429,1.1100000143,455.200012207,454.1700134277,0.0277777502,-0.0022627389,0.0300404891,long,long,
162,201,AMRN,Amarin Reports Third Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/11/01/2770981/18362/en/Amarin-Reports-Third-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,2023-11-01 07:00:00,pre_market,0.6999999881,0.6999999881,418.200012207,419.200012207,0.0,0.0023912003,-0.0023912003,short,short,
163,202,AMRN,Latest Research Evaluating Clinical Benefits of VASCEPA®/VAZKEPA® (icosapent ethyl) to be Presented at the European Society of Cardiology (ESC) Congress,https://www.globenewswire.com/news-release/2023/07/26/2711275/18362/en/Latest-Research-Evaluating-Clinical-Benefits-of-VASCEPA-VAZKEPA-icosapent-ethyl-to-be-Presented-at-the-European-Society-of-Cardiology-ESC-Congress.html,Clinical Study,2023-07-26 08:00:00,pre_market,1.1299999952,1.1299999952,455.4400024414,454.4700012207,0.0,-0.0021298112,0.0021298112,long,long,
164,203,AMRN,Amarin Reports First Quarter 2023 Financial Results and Provides Business Update,https://www.globenewswire.com/news-release/2023/05/03/2660168/18362/en/Amarin-Reports-First-Quarter-2023-Financial-Results-and-Provides-Business-Update.html,Earnings Releases and Operating Results,2023-05-03 07:00:00,pre_market,1.4099999666,1.4299999475,410.8399963379,411.3599853516,0.014184384,0.0012656728,0.0129187112,long,long,
165,204,AMRN,Amarin Announces Vascepa® (Icosapent Ethyl) Approved to Reduce Cardiovascular Risk in the Kingdom of Saudi Arabia (KSA),https://www.globenewswire.com/news-release/2023/06/21/2692114/18362/en/Amarin-Announces-Vascepa-Icosapent-Ethyl-Approved-to-Reduce-Cardiovascular-Risk-in-the-Kingdom-of-Saudi-Arabia-KSA.html,Product / Services Announcement,2023-06-21 09:00:00,pre_market,1.1900000572,1.1799999475,437.1799926758,436.1600036621,-0.0084034531,-0.00233311,-0.0060703431,short,short,
166,198,AMRN,Amarin Partner EddingPharm Receives Regulatory Approval for Vascepa® (Icosapent Ethyl) in Mainland China,https://www.globenewswire.com/news-release/2023/06/01/2680082/18362/en/Amarin-Partner-EddingPharm-Receives-Regulatory-Approval-for-Vascepa-Icosapent-Ethyl-in-Mainland-China.html,Health,2023-06-01 06:00:00,pre_market,1.1699999571,1.2100000381,417.8500061035,418.0899963379,0.0341881047,0.0005743454,0.0336137593,long,long,
167,206,AMRN,Scottish Medicines Consortium Accepts VAZKEPA® (icosapent ethyl) to Help Reduce Cardiovascular Risk for Patients in Scotland(1),https://www.globenewswire.com/news-release/2023/08/07/2719579/18362/en/Scottish-Medicines-Consortium-Accepts-VAZKEPA-icosapent-ethyl-to-Help-Reduce-Cardiovascular-Risk-for-Patients-in-Scotland-1.html,Product / Services Announcement,2023-08-07 07:00:00,pre_market,1.1799999475,1.1799999475,446.8099975586,448.7099914551,0.0,0.0042523531,-0.0042523531,short,short,
168,190,ALVO,"Alvotech Announces Positive Top-Line Results from a Pharmacokinetic Study for AVT03, a Proposed Biosimilar for Prolia® and Xgeva®",https://www.globenewswire.com/news-release/2024/01/29/2818530/0/en/Alvotech-Announces-Positive-Top-Line-Results-from-a-Pharmacokinetic-Study-for-AVT03-a-Proposed-Biosimilar-for-Prolia-and-Xgeva.html,European Regulatory News,2024-01-29 04:00:00,pre_market,14.6499996185,15.0,487.4100036621,487.7300109863,0.0238908116,0.0006565465,0.0232342652,long,long,
169,191,ALVO,Alvotech birtir upplýsingar um stöðu umsókna um markaðsleyfi fyrir AVT02 og AVT04 í Bandaríkjunum,https://www.globenewswire.com/news-release/2024/01/19/2812429/0/is/Alvotech-birtir-uppl%C3%BDsingar-um-st%C3%B6%C3%B0u-ums%C3%B3kna-um-marka%C3%B0sleyfi-fyrir-AVT02-og-AVT04-%C3%AD-Bandar%C3%ADkjunum.html,European Regulatory News,2024-01-19 11:30:00,market_open,13.0799999237,14.1400003433,477.6499938965,482.4299926758,0.0810397879,0.0100073251,0.0710324628,long,long,
170,192,ALVO,Alvotech Provides Update on Status of Biologics License Applications for AVT02 and AVT04,https://www.globenewswire.com/news-release/2024/01/19/2812432/0/en/Alvotech-Provides-Update-on-Status-of-Biologics-License-Applications-for-AVT02-and-AVT04.html,Health,2024-01-19 11:30:00,market_open,13.0799999237,14.1400003433,477.6499938965,482.4299926758,0.0810397879,0.0100073251,0.0710324628,long,long,
171,194,ALVO,"Alvotech Announces Positive Top-Line Results from a Pharmacokinetic Study for AVT03, a Proposed Biosimilar for Prolia® and Xgeva®",https://www.globenewswire.com/news-release/2024/01/29/2818535/0/en/Alvotech-Announces-Positive-Top-Line-Results-from-a-Pharmacokinetic-Study-for-AVT03-a-Proposed-Biosimilar-for-Prolia-and-Xgeva.html,Clinical Study,2024-01-29 04:00:00,pre_market,14.6499996185,15.0,487.4100036621,487.7300109863,0.0238908116,0.0006565465,0.0232342652,long,long,
172,195,ALVO,Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab),https://www.globenewswire.com/news-release/2024/02/15/2829779/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html,Financing Agreements,2024-02-15 06:30:00,pre_market,15.6999998093,15.75,498.5700073242,499.2900085449,0.0031847256,0.0014441326,0.0017405929,long,long,
173,196,ALVO,Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab),https://www.globenewswire.com/news-release/2024/02/15/2829780/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html,European Regulatory News,2024-02-15 06:30:00,pre_market,15.6999998093,15.75,498.5700073242,499.2900085449,0.0031847256,0.0014441326,0.0017405929,long,long,
174,221,ANAB,Anaptys Announces Participation in November Investor Conferences,https://www.globenewswire.com/news-release/2023/11/01/2771329/0/en/Anaptys-Announces-Participation-in-November-Investor-Conferences.html,Conference Calls/ Webcasts,2023-11-01 09:15:00,pre_market,16.3099994659,16.1399993896,418.200012207,419.200012207,-0.0104230584,0.0023912003,-0.0128142587,short,short,
175,222,ANAB,"Anaptys to Present Phase 1 Data on ANB032, its BTLA Agonist Antibody, at the 32nd EADV Congress",https://www.globenewswire.com/news-release/2023/10/11/2758455/0/en/Anaptys-to-Present-Phase-1-Data-on-ANB032-its-BTLA-Agonist-Antibody-at-the-32nd-EADV-Congress.html,Clinical Study,2023-10-11 09:15:00,pre_market,19.5900001526,19.5599994659,434.5400085449,435.6400146484,-0.0015314286,0.0025314265,-0.0040628551,short,short,
176,223,ANAB,AnaptysBio- and GSK-partnered immuno-oncology agent JEMPERLI (dostarlimab-gxly) meets primary endpoint in Phase 3 RUBY trial in primary advanced or recurrent endometrial cancer,https://www.globenewswire.com/news-release/2022/12/02/2566746/0/en/AnaptysBio-and-GSK-partnered-immuno-oncology-agent-JEMPERLI-dostarlimab-gxly-meets-primary-endpoint-in-Phase-3-RUBY-trial-in-primary-advanced-or-recurrent-endometrial-cancer.html,Health,2022-12-02 09:00:00,pre_market,27.2800006866,26.9899997711,407.3800048828,402.25,-0.0106305318,-0.0125926772,0.0019621453,long,long,
177,224,ANAB,AnaptysBio to Participate in Upcoming November Investor Conferences,https://www.globenewswire.com/news-release/2022/11/09/2552375/0/en/AnaptysBio-to-Participate-in-Upcoming-November-Investor-Conferences.html,Calendar of Events,2022-11-09 14:10:00,market_open,29.7700004578,29.2900009155,379.9299926758,374.1300048828,-0.0161235988,-0.0152659382,-0.0008576605,short,short,
178,207,AMRN,Amarin Highlights New Data Providing Potential Mechanistic Insight into Vascepa®/Vazkepa® (Icosapent Ethyl) Reduction of Cardiovascular Events,https://www.globenewswire.com/news-release/2023/05/12/2667968/18362/en/Amarin-Highlights-New-Data-Providing-Potential-Mechanistic-Insight-into-Vascepa-Vazkepa-Icosapent-Ethyl-Reduction-of-Cardiovascular-Events.html,Health,2023-05-12 11:00:00,market_open,1.2000000477,1.2300000191,413.4200134277,411.5899963379,0.0249999752,-0.0044265324,0.0294265076,long,long,
179,208,AMRN,Amarin And Neopharm Announce Exclusive Commercialization Agreement for VAZKEPA® (Icosapent Ethyl) in Israel,https://www.globenewswire.com/news-release/2023/08/08/2720436/18362/en/Amarin-And-Neopharm-Announce-Exclusive-Commercialization-Agreement-for-VAZKEPA-Icosapent-Ethyl-in-Israel.html,Product / Services Announcement,2023-08-08 07:00:00,pre_market,1.1499999762,1.1399999857,450.7099914551,448.0799865723,-0.0086956441,-0.0058352487,-0.0028603954,short,short,
180,209,AMRN,"Amarin Appoints Jonathan Provoost Executive Vice President, Chief Legal & Compliance Officer",https://www.globenewswire.com/news-release/2023/10/31/2770478/18362/en/Amarin-Appoints-Jonathan-Provoost-Executive-Vice-President-Chief-Legal-Compliance-Officer.html,Directors and Officers,2023-10-31 12:00:00,market_open,0.6800000072,0.6999999881,416.1799926758,418.200012207,0.0294117363,0.0048537161,0.0245580202,long,long,
181,210,AMRN,Amarin and Lotus Pharmaceuticals Announce Exclusive Partnership Agreement to Commercialize Vazkepa® (Icosapent Ethyl) in Southeast Asia and South Korea,https://www.globenewswire.com/news-release/2023/07/31/2714836/18362/en/Amarin-and-Lotus-Pharmaceuticals-Announce-Exclusive-Partnership-Agreement-to-Commercialize-Vazkepa-Icosapent-Ethyl-in-Southeast-Asia-and-South-Korea.html,Partnerships,2023-07-31 08:00:00,pre_market,1.1900000572,1.1900000572,456.9200134277,457.4100036621,0.0,0.0010723764,-0.0010723764,short,short,
182,211,AMRN,Amarin Announces VAZKEPA® (Icosapent Ethyl) Approved by Israel's Ministry of Health,https://www.globenewswire.com/news-release/2023/04/04/2640591/18362/en/Amarin-Announces-VAZKEPA-Icosapent-Ethyl-Approved-by-Israel-s-Ministry-of-Health.html,Product / Services Announcement,2023-04-04 08:00:00,pre_market,1.4900000095,1.4800000191,410.950012207,411.6199951172,-0.006711403,0.001630327,-0.00834173,short,short,
183,212,AMRN,Amarin Names Aaron Berg Interim President & Chief Executive Officer and Adds Oliver O’Connor to Company’s Board of Directors,https://www.globenewswire.com/news-release/2023/04/17/2647757/18362/en/Amarin-Names-Aaron-Berg-Interim-President-Chief-Executive-Officer-and-Adds-Oliver-O-Connor-to-Company-s-Board-of-Directors.html,Directors and Officers,2023-04-17 07:00:00,pre_market,1.3500000238,1.3500000238,412.4599914551,412.3699951172,0.0,-0.0002181941,0.0002181941,long,long,
184,213,AMRN,Amarin to Present at the 2023 Cantor Global Healthcare Conference,https://www.globenewswire.com/news-release/2023/09/12/2741592/18362/en/Amarin-to-Present-at-the-2023-Cantor-Global-Healthcare-Conference.html,Conference Calls/ Webcasts,2023-09-12 08:00:00,pre_market,1.0099999905,1.0,448.450012207,446.950012207,-0.0099009808,-0.0033448544,-0.0065561263,short,short,
185,214,AMRN,Amarin Reports Second Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/08/02/2716719/18362/en/Amarin-Reports-Second-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,2023-08-02 07:11:00,pre_market,1.1900000572,1.1599999666,456.4800109863,453.25,-0.025210159,-0.0070759089,-0.01813425,short,short,
186,215,AMRN,Amarin Provides Preliminary Fourth Quarter 2023 Selected Financials and Outlines Key Priorities For 2024,https://www.globenewswire.com/news-release/2024/01/10/2806970/18362/en/Amarin-Provides-Preliminary-Fourth-Quarter-2023-Selected-Financials-and-Outlines-Key-Priorities-For-2024.html,Pre-Release Comments,2024-01-10 07:00:00,pre_market,0.9700000286,1.1200000048,473.8800048828,474.1600036621,0.1546391461,0.0005908643,0.1540482818,long,long,
187,216,AMRN,Amarin Chairman & CEO Issue Letter to Shareholders,https://www.globenewswire.com/news-release/2024/01/22/2812941/18362/en/Amarin-Chairman-CEO-Issue-Letter-to-Shareholders.html,Major shareholder announcements,2024-01-22 07:30:00,pre_market,1.0499999523,1.0599999428,482.4299926758,484.0100097656,0.0095238009,0.003275122,0.0062486789,long,long,
188,217,AMRN,"Amarin to Report Fourth Quarter and Full Year 2023 Financial Results and Host Conference on February 29, 2024",https://www.globenewswire.com/news-release/2024/02/15/2829894/18362/en/Amarin-to-Report-Fourth-Quarter-and-Full-Year-2023-Financial-Results-and-Host-Conference-on-February-29-2024.html,Conference Calls/ Webcasts,2024-02-15 08:00:00,pre_market,1.1799999475,1.1799999475,498.5700073242,499.2900085449,0.0,0.0014441326,-0.0014441326,short,short,
189,218,AMRN,Amarin to Present at the 42nd Annual J.P. Morgan Healthcare Conference,https://www.globenewswire.com/news-release/2023/12/11/2793825/18362/en/Amarin-to-Present-at-the-42nd-Annual-J-P-Morgan-Healthcare-Conference.html,Calendar of Events,2023-12-11 08:00:00,pre_market,0.8600000143,0.8399999738,460.200012207,459.6900024414,-0.0232558607,-0.001108235,-0.0221476257,short,short,
190,241,ANNX,Annexon Highlights Recent Pipeline and Business Progress and Reports Second Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/08/07/2719531/0/en/Annexon-Highlights-Recent-Pipeline-and-Business-Progress-and-Reports-Second-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,2023-08-07 06:30:00,pre_market,3.3800001144,3.4000000954,446.8099975586,448.7099914551,0.0059171539,0.0042523531,0.0016648008,long,long,
191,232,ANNX,Annexon Biosciences to Participate in the 43rd Annual Cowen Healthcare Conference,https://www.globenewswire.com/news-release/2023/02/27/2615857/0/en/Annexon-Biosciences-to-Participate-in-the-43rd-Annual-Cowen-Healthcare-Conference.html,Conference Calls/ Webcasts,2023-02-27 06:30:00,pre_market,5.3899998665,5.4400000572,396.3800048828,399.8699951172,0.0092764735,0.0088046576,0.0004718158,long,long,
192,237,ANNX,Annexon Biosciences to Participate in the 2023 Cantor Global Healthcare Conference,https://www.globenewswire.com/news-release/2023/09/19/2745419/0/en/Annexon-Biosciences-to-Participate-in-the-2023-Cantor-Global-Healthcare-Conference.html,Calendar of Events,2023-09-19 06:30:00,pre_market,2.6199998856,2.6400001049,443.6300048828,442.6799926758,0.0076336718,-0.0021414517,0.0097751235,long,long,
193,228,ANAB,Anaptys Announces Positive Top-Line Phase 3 Clinical Trial Results of Imsidolimab (IL-36R) in Generalized Pustular Psoriasis (GPP),https://www.globenewswire.com/news-release/2023/10/09/2756638/0/en/Anaptys-Announces-Positive-Top-Line-Phase-3-Clinical-Trial-Results-of-Imsidolimab-IL-36R-in-Generalized-Pustular-Psoriasis-GPP.html,Product / Services Announcement,2023-10-09 08:00:00,pre_market,19.25,20.4200000763,429.5400085449,427.5799865723,0.0607792247,-0.004563072,0.0653422967,long,long,
194,231,ANNX,Annexon Announces Clinical and Regulatory Progress for ANX005 Pivotal Program in Guillain-Barré Syndrome (GBS),https://www.globenewswire.com/news-release/2023/10/10/2757271/0/en/Annexon-Announces-Clinical-and-Regulatory-Progress-for-ANX005-Pivotal-Program-in-Guillain-Barr%C3%A9-Syndrome-GBS.html,Clinical Study,2023-10-10 06:30:00,pre_market,1.9600000381,1.9900000095,432.2900085449,432.9400024414,0.0153061076,0.0015036061,0.0138025014,long,long,
195,227,ANAB,AnaptysBio to Present at the Stifel 2023 Immunology and Inflammation Virtual Summit,https://www.globenewswire.com/news-release/2023/09/12/2741776/0/en/AnaptysBio-to-Present-at-the-Stifel-2023-Immunology-and-Inflammation-Virtual-Summit.html,Conference Calls/ Webcasts,2023-09-12 09:15:00,pre_market,19.6900005341,19.6700000763,448.450012207,446.950012207,-0.0010157673,-0.0033448544,0.0023290872,long,long,
196,233,ANNX,Annexon Biosciences to Participate in 2023 Jefferies London Healthcare Conference,https://www.globenewswire.com/news-release/2023/11/09/2777120/0/en/Annexon-Biosciences-to-Participate-in-2023-Jefferies-London-Healthcare-Conference.html,Conference Calls/ Webcasts,2023-11-09 06:30:00,pre_market,2.1700000763,2.1400001049,437.25,438.4299926758,-0.0138248711,0.0026986682,-0.0165235393,short,short,
197,242,ANNX,Annexon Biosciences to Present at the 42nd Annual J.P. Morgan Healthcare Conference,https://www.globenewswire.com/news-release/2023/12/27/2801303/0/en/Annexon-Biosciences-to-Present-at-the-42nd-Annual-J-P-Morgan-Healthcare-Conference.html,Calendar of Events,2023-12-27 06:30:00,pre_market,4.4099998474,4.4899997711,475.6499938965,475.4400024414,0.0181405729,-0.0004414831,0.018582056,long,long,
198,243,ANVS,Annovis Bio Interview to Air on Bloomberg International on the RedChip Money Report,https://www.globenewswire.com/news-release/2020/09/03/2088309/0/en/Annovis-Bio-Interview-to-Air-on-Bloomberg-International-on-the-RedChip-Money-Report.html,Product / Services Announcement,2020-09-03 06:45:00,pre_market,4.9000000954,4.6599998474,357.700012207,355.8699951172,-0.0489796415,-0.0051160666,-0.0438635749,short,long,
199,239,ANNX,Annexon Biosciences to Participate in the 22nd Annual Needham Virtual Healthcare Conference,https://www.globenewswire.com/news-release/2023/04/11/2644185/0/en/Annexon-Biosciences-to-Participate-in-the-22nd-Annual-Needham-Virtual-Healthcare-Conference.html,Conference Calls/ Webcasts,2023-04-11 06:30:00,pre_market,4.4549999237,4.4400000572,409.6099853516,410.2600097656,-0.0033669735,0.001586935,-0.0049539084,short,long,
200,236,ANNX,Annexon to Report ARCHER Phase 2 Trial Results in Geographic Atrophy at ASRS 2023,https://www.globenewswire.com/news-release/2023/07/24/2709360/0/en/Annexon-to-Report-ARCHER-Phase-2-Trial-Results-in-Geographic-Atrophy-at-ASRS-2023.html,Clinical Study,2023-07-24 06:30:00,pre_market,3.2750000954,3.2699999809,452.1799926758,453.3699951172,-0.0015267525,0.0026317008,-0.0041584532,short,long,
201,238,ANNX,"Annexon Biosciences Strengthens Leadership Team with Appointment of Jamie Dananberg, M.D., as Chief Medical Officer",https://www.globenewswire.com/news-release/2023/07/27/2711977/0/en/Annexon-Biosciences-Strengthens-Leadership-Team-with-Appointment-of-Jamie-Dananberg-M-D-as-Chief-Medical-Officer.html,Management Changes,2023-07-27 06:30:00,pre_market,3.3699998856,3.4200000763,455.5100097656,459.0199890137,0.0148368524,0.0077056029,0.0071312495,long,long,
202,235,ANNX,Annexon Receives PRIME Designation from the EMA for ANX007 for the Treatment of Geographic Atrophy,https://www.globenewswire.com/news-release/2023/10/24/2765415/0/en/Annexon-Receives-PRIME-Designation-from-the-EMA-for-ANX007-for-the-Treatment-of-Geographic-Atrophy.html,Health,2023-10-24 06:30:00,pre_market,1.6799999475,1.7400000095,420.4599914551,422.6499938965,0.0357143237,0.005208587,0.0305057367,long,long,
203,229,ANAB,AnaptysBio to Participate at the Piper Sandler 34th Annual Healthcare Conference,https://www.globenewswire.com/news-release/2022/11/21/2560251/0/en/AnaptysBio-to-Participate-at-the-Piper-Sandler-34th-Annual-Healthcare-Conference.html,Calendar of Events,2022-11-21 13:56:00,market_open,27.3400001526,27.0400009155,394.6400146484,394.5899963379,-0.0109729055,-0.0001267441,-0.0108461613,short,short,
204,234,ANNX,Annexon Reports Fourth Quarter and Year-End 2022 Financial Results and Reiterates Anticipated Milestones,https://www.globenewswire.com/news-release/2023/03/06/2620852/0/en/Annexon-Reports-Fourth-Quarter-and-Year-End-2022-Financial-Results-and-Reiterates-Anticipated-Milestones.html,Earnings Releases and Operating Results,2023-03-06 06:30:00,pre_market,4.7300000191,4.6900000572,404.1900024414,405.049987793,-0.0084566515,0.002127676,-0.0105843275,short,short,
205,230,ANAB,Anaptys to Present at Guggenheim’s 6th Annual Biotechnology Conference,https://www.globenewswire.com/news-release/2024/01/31/2821240/0/en/Anaptys-to-Present-at-Guggenheim-s-6th-Annual-Biotechnology-Conference.html,Conference Calls/ Webcasts,2024-01-31 09:15:00,pre_market,23.9300003052,23.7800006866,490.8900146484,488.6199951172,-0.0062682665,-0.0046242936,-0.0016439729,short,short,
206,250,ANVS,Annovis Bio CEO to Present at Meridian Clinical Trials Summit,https://www.globenewswire.com/news-release/2020/11/02/2118277/0/en/Annovis-Bio-CEO-to-Present-at-Meridian-Clinical-Trials-Summit.html,Company Announcement,2020-11-02 06:45:00,pre_market,4.5599999428,4.1999998093,326.5400085449,330.200012207,-0.0789473987,0.0112084387,-0.0901558374,short,short,
207,247,ANVS,"Annovis Bio Announces Full Enrollment of Its Phase II/III Alzheimer’s Disease Trial, Exceeding Original Projections",https://www.globenewswire.com/news-release/2023/11/27/2786071/0/en/Annovis-Bio-Announces-Full-Enrollment-of-Its-Phase-II-III-Alzheimer-s-Disease-Trial-Exceeding-Original-Projections.html,Clinical Study,2023-11-27 07:30:00,pre_market,6.5,6.8000001907,455.299987793,454.6499938965,0.0461538755,-0.0014276168,0.0475814923,long,long,
208,246,ANVS,Annovis Bio Interview to Air on Bloomberg International on the RedChip Money Report,https://www.globenewswire.com/news-release/2020/12/17/2146815/0/en/Annovis-Bio-Interview-to-Air-on-Bloomberg-International-on-the-RedChip-Money-Report.html,Company Announcement,2020-12-17 06:45:00,pre_market,5.9499998093,5.9499998093,370.1700134277,371.9400024414,0.0,0.004781557,-0.004781557,short,short,
209,255,ANVS,Annovis Bio to Present at the New York Academy of Sciences’ Alzheimer's Disease Therapeutics: Alternatives to Amyloid 2020 Virtual Conference,https://www.globenewswire.com/news-release/2020/12/03/2139244/0/en/Annovis-Bio-to-Present-at-the-New-York-Academy-of-Sciences-Alzheimer-s-Disease-Therapeutics-Alternatives-to-Amyloid-2020-Virtual-Conference.html,Calendar of Events,2020-12-03 09:15:00,pre_market,5.4000000954,5.2699999809,366.7900085449,366.6799926758,-0.0240740948,-0.0002999424,-0.0237741525,short,short,
210,251,ANVS,Annovis Bio Showcases its Unique Approach to Alzheimer’s at the New York Academy of Sciences,https://www.globenewswire.com/news-release/2020/12/15/2145170/0/en/Annovis-Bio-Showcases-its-Unique-Approach-to-Alzheimer-s-at-the-New-York-Academy-of-Sciences.html,Company Announcement,2020-12-15 06:45:00,pre_market,5.9699997902,5.9899997711,364.6600036621,367.3999938965,0.0033500807,0.0075138217,-0.004163741,short,short,
211,253,ANVS,Annovis Bio CEO Participates in Roundtable Discussion at the Financial Times’ Outstanding Directors Exchange and Panel Discussion at the Angel Venture Fair,https://www.globenewswire.com/news-release/2020/10/20/2110894/0/en/Annovis-Bio-CEO-Participates-in-Roundtable-Discussion-at-the-Financial-Times-Outstanding-Directors-Exchange-and-Panel-Discussion-at-the-Angel-Venture-Fair.html,Calendar of Events,2020-10-20 06:45:00,pre_market,4.9400000572,4.9899997711,342.0100097656,343.4599914551,0.0101213995,0.0042395885,0.005881811,long,long,
212,256,ANVS,Annovis Bio Reports Positive Results from Final Phase of $1.9M NIH Funded Chronic Toxicology Study for its Lead Compound for the Treatment of Alzheimer’s and Parkinson’s Diseases,https://www.globenewswire.com/news-release/2020/11/12/2125393/0/en/Annovis-Bio-Reports-Positive-Results-from-Final-Phase-of-1-9M-NIH-Funded-Chronic-Toxicology-Study-for-its-Lead-Compound-for-the-Treatment-of-Alzheimer-s-and-Parkinson-s-Diseases.html,Product / Services Announcement,2020-11-12 06:45:00,pre_market,4.8099999428,5.0999999046,356.6700134277,355.5799865723,0.0602910531,-0.0030561214,0.0633471745,long,long,
213,259,ANVS,Annovis Bio to Participate in the 139th Yale CEO Summit,https://www.globenewswire.com/news-release/2023/12/11/2794161/0/en/Annovis-Bio-to-Participate-in-the-139th-Yale-CEO-Summit.html,Calendar of Events,2023-12-11 13:00:00,market_open,10.279999733,9.3800001144,459.6900024414,461.9899902344,-0.0875486033,0.0050033453,-0.0925519486,short,short,
214,252,ANVS,Annovis Bio to Participate in A.G.P.'s Virtual Healthcare Symposium,https://www.globenewswire.com/news-release/2020/11/16/2127426/0/en/Annovis-Bio-to-Participate-in-A-G-P-s-Virtual-Healthcare-Symposium.html,Calendar of Events,2020-11-16 09:15:00,pre_market,4.8400001526,5.0,358.1000061035,360.9800109863,0.0330578187,0.0080424597,0.0250153589,long,short,
215,257,ANVS,Annovis Bio Announces Positive Interim Independent Analysis for Statistical Power in Its Alzheimer’s Study,https://www.globenewswire.com/news-release/2023/10/12/2759203/0/en/Annovis-Bio-Announces-Positive-Interim-Independent-Analysis-for-Statistical-Power-in-Its-Alzheimer-s-Study.html,Clinical Study,2023-10-12 08:02:00,pre_market,7.6999998093,8.0,436.3200073242,436.950012207,0.0389610647,0.0014439056,0.0375171591,long,long,
216,248,ANVS,Annovis Bio CEO Receives 2020 Smart Business Dealmaker Award,https://www.globenewswire.com/news-release/2020/10/22/2112633/0/en/Annovis-Bio-CEO-Receives-2020-Smart-Business-Dealmaker-Award.html,Calendar of Events,2020-10-22 06:45:00,pre_market,4.7600002289,4.8000001907,342.7300109863,342.9599914551,0.0084033529,0.0006710252,0.0077323277,long,long,
217,254,ANVS,Annovis Bio Provides Third Quarter 2020 and Year-to-Date Business Highlights,https://www.globenewswire.com/news-release/2020/10/15/2109031/0/en/Annovis-Bio-Provides-Third-Quarter-2020-and-Year-to-Date-Business-Highlights.html,Company Announcement,2020-10-15 06:45:00,pre_market,4.9600000381,5.1799998283,347.9299926758,343.7099914551,0.0443547961,-0.0121288803,0.0564836763,long,long,
