,id,ticker,title,link,topic,published_est,market,begin_price,end_price,index_begin_price,index_end_price,daily_return,index_return,daily_alpha,actual_action,predicted_action,confidence
130,170,ALVO,STADA and Alvotech receive positive CHMP opinion for Europe’s first ustekinumab biosimilar to Stelara,https://www.globenewswire.com/news-release/2023/11/10/2778378/0/en/STADA-and-Alvotech-receive-positive-CHMP-opinion-for-Europe-s-first-ustekinumab-biosimilar-to-Stelara.html,European Regulatory News,11/10/2023 9:30,market_open,8.699999809,9.010000229,435.980011,440.6099854,0.035632233,0.010619694,0.025012539,long,long,
131,171,ALVO,"Alvotech and JAMP Pharma Announce Receipt of Marketing Authorization for Jamteki (AVT04), the First Biosimilar of Stelara® (ustekinumab)",https://www.globenewswire.com/news-release/2023/11/14/2779894/0/en/Alvotech-and-JAMP-Pharma-Announce-Receipt-of-Marketing-Authorization-for-Jamteki-AVT04-the-First-Biosimilar-of-Stelara-ustekinumab.html,European Regulatory News,11/14/2023 7:00,pre_market,9.020000458,9.050000191,440.1900024,446.3200073,0.003325913,0.013925816,-0.010599903,short,short,
132,172,ALVO,Alvotech og Íslandsbanki gera samning um viðskiptavakt með hlutabréf í Kauphöllinni,https://www.globenewswire.com/news-release/2023/10/05/2755706/0/is/Alvotech-og-%C3%8Dslandsbanki-gera-samning-um-vi%C3%B0skiptavakt-me%C3%B0-hlutabr%C3%A9f-%C3%AD-Kauph%C3%B6llinni.html,European Regulatory News,10/5/2023 13:21,market_open,9.300000191,9.100000382,424.3599854,424.5,-0.021505355,0.000329943,-0.021835299,short,long,
133,167,ALVO,Alvotech birtir nýjar upplýsingar um stöðu umsóknar um markaðsleyfi fyrir AVT04 í Bandaríkjunum,https://www.globenewswire.com/news-release/2023/10/12/2758971/0/is/Alvotech-birtir-n%C3%BDjar-uppl%C3%BDsingar-um-st%C3%B6%C3%B0u-ums%C3%B3knar-um-marka%C3%B0sleyfi-fyrir-AVT04-%C3%AD-Bandar%C3%ADkjunum.html,European Regulatory News,10/12/2023 4:00,pre_market,9.100000382,9.079999924,436.3200073,436.9500122,-0.002197852,0.001443906,-0.003641758,short,long,
134,156,ALERS.PA,Eurobio Scientific: all resolutions approved at the Annual General Meeting,https://www.globenewswire.com/news-release/2023/06/16/2689837/0/en/Eurobio-Scientific-all-resolutions-approved-at-the-Annual-General-Meeting.html,European Regulatory News,6/16/2023 11:45,market_open,14.68000031,14.61999989,443.019989,439.4599915,-0.004087222,-0.008035749,0.003948527,long,long,
135,157,ALERS.PA,Eurobio Scientific devient une des premières sociétés européennes à obtenir le marquage CE IVDR1 de tests PCR,https://www.globenewswire.com/news-release/2023/05/23/2674617/0/fr/Eurobio-Scientific-devient-une-des-premi%C3%A8res-soci%C3%A9t%C3%A9s-europ%C3%A9ennes-%C3%A0-obtenir-le-marquage-CE-IVDR1-de-tests-PCR.html,European Regulatory News,5/23/2023 11:45,market_open,16.79999924,17,417.0799866,414.0899963,0.011904808,-0.007168865,0.019073673,long,long,
136,158,ALERS.PA,EUROBIO : ACCELERATION OF STRATEGIC DEPLOYMENT IN THE FIRST HALF OF 2023,https://www.globenewswire.com/news-release/2023/07/24/2709830/0/en/EUROBIO-ACCELERATION-OF-STRATEGIC-DEPLOYMENT-IN-THE-FIRST-HALF-OF-2023.html,European Regulatory News,7/24/2023 13:45,market_open,15.11999989,15.03999996,453.3699951,454.2000122,-0.005291,0.001830772,-0.007121772,short,short,
137,159,ALERS.PA,"Eurobio Scientific : Wietse Mulder, CEO de GenDx,  détient 2% du capital",https://www.globenewswire.com/news-release/2023/02/14/2607947/0/fr/Eurobio-Scientific-Wietse-Mulder-CEO-de-GenDx-d%C3%A9tient-2-du-capital.html,European Regulatory News,2/14/2023 11:45,market_open,18.35000038,18.29999924,411.2399902,412.6400146,-0.002724858,0.003404398,-0.006129256,short,short,
138,160,ALERS.PA,Eurobio Scientific : 2022 ANNUAL RESULTS - Very strong performance and strengthening of the Core Business,https://www.globenewswire.com/news-release/2023/04/05/2641992/0/en/Eurobio-Scientific-2022-ANNUAL-RESULTS-Very-strong-performance-and-strengthening-of-the-Core-Business.html,European Regulatory News,4/5/2023 11:41,market_open,16.20000076,16.18000031,407.9100037,407.6000061,-0.001234596,-0.000759966,-0.000474631,short,short,
139,161,ALERS.PA,EUROBIO SCIENTIFIC CONFIRME SON ELIGIBILITE AU DISPOSITIF PEA-PME,https://www.globenewswire.com/news-release/2024/01/17/2810996/0/fr/EUROBIO-SCIENTIFIC-CONFIRME-SON-ELIGIBILITE-AU-DISPOSITIF-PEA-PME.html,European Regulatory News,1/17/2024 11:45,market_open,16.10000038,16.18000031,471.8200073,472.2900085,0.004968939,0.000996145,0.003972794,long,long,
140,162,ALERS.PA,"Eurobio Scientific: FISCAL YEAR 2023, STRATEGIC TRANSFORMATION OF THE GROUP",https://www.globenewswire.com/news-release/2024/01/30/2820322/0/en/Eurobio-Scientific-FISCAL-YEAR-2023-STRATEGIC-TRANSFORMATION-OF-THE-GROUP.html,European Regulatory News,1/30/2024 11:45,market_open,15.60000038,15.73999977,490.5599976,490.8900146,0.00897432,0.000672735,0.008301584,long,long,
141,163,ALERS.PA,Eurobio Scientific : BILAN SEMESTRIEL S2 DU CONTRAT DE LIQUIDITE,https://www.globenewswire.com/news-release/2024/01/17/2810998/0/fr/Eurobio-Scientific-BILAN-SEMESTRIEL-S2-DU-CONTRAT-DE-LIQUIDITE.html,European Regulatory News,1/17/2024 11:45,market_open,16.10000038,16.18000031,471.8200073,472.2900085,0.004968939,0.000996145,0.003972794,long,long,
142,164,ALERS.PA,Eurobio Scientific : réduction de capital par annulation d’actions auto-détenues,https://www.globenewswire.com/news-release/2024/01/10/2806894/0/fr/Eurobio-Scientific-r%C3%A9duction-de-capital-par-annulation-d-actions-auto-d%C3%A9tenues.html,European Regulatory News,1/10/2024 4:48,pre_market,16.36000061,16.23999977,473.8800049,474.1600037,-0.007335014,0.000590864,-0.007925879,short,long,
143,165,ALERS.PA,"Eurobio Scientific : EXERCICE 2023, CONFIRMATION DE LA TRANSFORMATION STRATEGIQUE",https://www.globenewswire.com/news-release/2024/01/30/2820322/0/fr/Eurobio-Scientific-EXERCICE-2023-CONFIRMATION-DE-LA-TRANSFORMATION-STRATEGIQUE.html,European Regulatory News,1/30/2024 11:45,market_open,15.60000038,15.73999977,490.5599976,490.8900146,0.00897432,0.000672735,0.008301584,long,long,
144,181,ALVO,STADA and Alvotech receive positive CHMP opinion for Europe’s first ustekinumab biosimilar to Stelara,https://www.globenewswire.com/news-release/2023/11/10/2778383/0/en/STADA-and-Alvotech-receive-positive-CHMP-opinion-for-Europe-s-first-ustekinumab-biosimilar-to-Stelara.html,Health,11/10/2023 9:30,market_open,8.699999809,9.010000229,435.980011,440.6099854,0.035632233,0.010619694,0.025012539,long,long,
145,173,ALVO,Alvotech mun birta uppgjör fyrstu níu mánaða 2023 þann 28. nóvember og streyma uppgjörsfundi 29. nóvember kl. 13:00 að íslenskum tíma,https://www.globenewswire.com/news-release/2023/11/21/2784014/0/is/Alvotech-mun-birta-uppgj%C3%B6r-fyrstu-n%C3%ADu-m%C3%A1na%C3%B0a-2023-%C3%BEann-28-n%C3%B3vember-og-streyma-uppgj%C3%B6rsfundi-29-n%C3%B3vember-kl-13-00-a%C3%B0-%C3%ADslenskum-t%C3%ADma.html,European Regulatory News,11/21/2023 8:00,pre_market,9.140000343,8.949999809,454.2600098,453.1799927,-0.020787804,-0.002377531,-0.018410273,short,short,
146,177,ALVO,Alvotech to Present at the Jefferies 2023 London Healthcare Conference,https://www.globenewswire.com/news-release/2023/11/07/2775024/0/en/Alvotech-to-Present-at-the-Jefferies-2023-London-Healthcare-Conference.html,European Regulatory News,11/7/2023 8:00,pre_market,8.609999657,8.600000382,435.6900024,435.6900024,-0.001161356,0,-0.001161356,short,short,
147,175,ALVO,Alvotech Announces Changes to the Leadership Team,https://www.globenewswire.com/news-release/2023/09/05/2737491/0/en/Alvotech-Announces-Changes-to-the-Leadership-Team.html,European Regulatory News,9/5/2023 9:30,market_open,9.909999847,9.869999886,450.730011,449.2399902,-0.004036323,-0.003305794,-0.000730529,short,short,
148,174,ALVO,"Alvotech Announces Positive Top-Line Results from a Pharmacokinetic Study for AVT05, a Proposed Biosimilar for Simponi® and Simponi Aria®",https://www.globenewswire.com/news-release/2023/11/29/2787524/0/en/Alvotech-Announces-Positive-Top-Line-Results-from-a-Pharmacokinetic-Study-for-AVT05-a-Proposed-Biosimilar-for-Simponi-and-Simponi-Aria.html,European Regulatory News,11/29/2023 4:00,pre_market,9.800000191,9.899999619,454.9299927,457.1499939,0.010204023,0.004879874,0.005324149,long,long,
149,178,ALVO,Alvotech tilkynnir um breytingar í framkvæmdastjórn,https://www.globenewswire.com/news-release/2023/09/05/2737491/0/is/Alvotech-tilkynnir-um-breytingar-%C3%AD-framkv%C3%A6mdastj%C3%B3rn.html,European Regulatory News,9/5/2023 9:30,market_open,9.909999847,9.869999886,450.730011,449.2399902,-0.004036323,-0.003305794,-0.000730529,short,short,
150,180,ALVO,Alvotech Provides Update on Status of U.S. Biologics License Application for AVT04,https://www.globenewswire.com/news-release/2023/10/12/2758971/0/en/Alvotech-Provides-Update-on-Status-of-U-S-Biologics-License-Application-for-AVT04.html,European Regulatory News,10/12/2023 4:00,pre_market,9.100000382,9.079999924,436.3200073,436.9500122,-0.002197852,0.001443906,-0.003641758,short,long,
151,182,ALVO,Alvotech og STADA fyrst til að hljóta jákvæða afgreiðslu lyfjastofnunar Evrópu á umsókn um markaðsleyfi fyrir líftæknilyfjahliðstæðu við Stelara,https://www.globenewswire.com/news-release/2023/11/10/2778378/0/is/Alvotech-og-STADA-fyrst-til-a%C3%B0-hlj%C3%B3ta-j%C3%A1kv%C3%A6%C3%B0a-afgrei%C3%B0slu-lyfjastofnunar-Evr%C3%B3pu-%C3%A1-ums%C3%B3kn-um-marka%C3%B0sleyfi-fyrir-l%C3%ADft%C3%A6knilyfjahli%C3%B0st%C3%A6%C3%B0u-vi%C3%B0-Stelara.html,European Regulatory News,11/10/2023 9:30,market_open,8.699999809,9.010000229,435.980011,440.6099854,0.035632233,0.010619694,0.025012539,long,long,
152,184,ALVO,Alvotech tekur þátt í heilbrigðisráðstefnu Jefferies í London,https://www.globenewswire.com/news-release/2023/11/07/2775024/0/is/Alvotech-tekur-%C3%BE%C3%A1tt-%C3%AD-heilbrig%C3%B0isr%C3%A1%C3%B0stefnu-Jefferies-%C3%AD-London.html,European Regulatory News,11/7/2023 8:00,pre_market,8.609999657,8.600000382,435.6900024,435.6900024,-0.001161356,0,-0.001161356,short,short,
153,183,ALVO,"Alvotech kynnir jákvæðar niðurstöður úr rannsókn á lyfjahvörfum AVT05, fyrirhugaðri líftæknilyfjahliðstæðu við Simponi® og Simponi Aria®",https://www.globenewswire.com/news-release/2023/11/29/2787524/0/is/Alvotech-kynnir-j%C3%A1kv%C3%A6%C3%B0ar-ni%C3%B0urst%C3%B6%C3%B0ur-%C3%BAr-ranns%C3%B3kn-%C3%A1-lyfjahv%C3%B6rfum-AVT05-fyrirhuga%C3%B0ri-l%C3%ADft%C3%A6knilyfjahli%C3%B0st%C3%A6%C3%B0u-vi%C3%B0-Simponi-og-Simponi-Aria.html,European Regulatory News,11/29/2023 4:00,pre_market,9.800000191,9.899999619,454.9299927,457.1499939,0.010204023,0.004879874,0.005324149,long,long,
154,185,ALVO,Alvotech to Present at the Jefferies 2023 London Healthcare Conference,https://www.globenewswire.com/news-release/2023/11/07/2775023/0/en/Alvotech-to-Present-at-the-Jefferies-2023-London-Healthcare-Conference.html,Health,11/7/2023 8:00,pre_market,8.609999657,8.600000382,435.6900024,435.6900024,-0.001161356,0,-0.001161356,short,short,
155,186,ALVO,"Alvotech and JAMP Pharma Announce Receipt of Marketing Authorization for Jamteki™ (AVT04), the First Biosimilar of Stelara® (ustekinumab)",https://www.globenewswire.com/news-release/2023/11/14/2779896/0/en/Alvotech-and-JAMP-Pharma-Announce-Receipt-of-Marketing-Authorization-for-Jamteki-AVT04-the-First-Biosimilar-of-Stelara-ustekinumab.html,Licensing Agreements,11/14/2023 7:00,pre_market,9.020000458,9.050000191,440.1900024,446.3200073,0.003325913,0.013925816,-0.010599903,short,short,
156,187,ALVO,Alvotech Announces Changes to the Leadership Team,https://www.globenewswire.com/news-release/2023/09/05/2737492/0/en/Alvotech-Announces-Changes-to-the-Leadership-Team.html,Management Changes,9/5/2023 9:30,market_open,9.909999847,9.869999886,450.730011,449.2399902,-0.004036323,-0.003305794,-0.000730529,short,short,
157,188,ALVO,Alvotech Provides Update on Status of  Biologics License Applications for AVT02 and AVT04,https://www.globenewswire.com/news-release/2024/01/19/2812429/0/en/Alvotech-Provides-Update-on-Status-of-Biologics-License-Applications-for-AVT02-and-AVT04.html,European Regulatory News,1/19/2024 11:30,market_open,13.07999992,14.14000034,477.6499939,482.4299927,0.081039788,0.010007325,0.071032463,long,long,
158,189,ALVO,"Alvotech tilkynnir hvenær sala á AVT04, líftæknilyfjahliðstæðu við Stelara, getur hafist á alþjóðlegum mörkuðum",https://www.globenewswire.com/news-release/2024/02/15/2829780/0/is/Alvotech-tilkynnir-hven%C3%A6r-sala-%C3%A1-AVT04-l%C3%ADft%C3%A6knilyfjahli%C3%B0st%C3%A6%C3%B0u-vi%C3%B0-Stelara-getur-hafist-%C3%A1-al%C3%BEj%C3%B3%C3%B0legum-m%C3%B6rku%C3%B0um.html,European Regulatory News,2/15/2024 6:30,pre_market,15.69999981,15.75,498.5700073,499.2900085,0.003184726,0.001444133,0.001740593,long,long,
159,205,AMRN,"Amarin to Report First Quarter 2023 Financial Results and Host Conference Call on May 3, 2023",https://www.globenewswire.com/news-release/2023/04/19/2649963/18362/en/Amarin-to-Report-First-Quarter-2023-Financial-Results-and-Host-Conference-Call-on-May-3-2023.html,Conference Calls/ Webcasts,4/19/2023 8:00,pre_market,1.370000005,1.360000014,414.2099915,412.2200012,-0.007299263,-0.004804303,-0.00249496,short,short,
160,199,AMRN,"Amarin to Report Third Quarter 2023 Financial Results and Host Conference Call on November 1, 2023",https://www.globenewswire.com/news-release/2023/10/19/2763140/18362/en/Amarin-to-Report-Third-Quarter-2023-Financial-Results-and-Host-Conference-Call-on-November-1-2023.html,Conference Calls/ Webcasts,10/19/2023 8:00,pre_market,0.769999981,0.75,430.2099915,430.9500122,-0.025974002,0.001720139,-0.02769414,short,short,
161,200,AMRN,Amarin Board of Directors Announces Executive Compensation Program for New President and CEO Patrick Holt,https://www.globenewswire.com/news-release/2023/07/20/2708141/18362/en/Amarin-Board-of-Directors-Announces-Executive-Compensation-Program-for-New-President-and-CEO-Patrick-Holt.html,Directors and Officers,7/20/2023 8:00,pre_market,1.080000043,1.110000014,455.2000122,454.1700134,0.02777775,-0.002262739,0.030040489,long,long,
162,201,AMRN,Amarin Reports Third Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/11/01/2770981/18362/en/Amarin-Reports-Third-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,11/1/2023 7:00,pre_market,0.699999988,0.699999988,418.2000122,419.2000122,0,0.0023912,-0.0023912,short,short,
163,202,AMRN,Latest Research Evaluating Clinical Benefits of VASCEPA®/VAZKEPA® (icosapent ethyl) to be Presented at the European Society of Cardiology (ESC) Congress,https://www.globenewswire.com/news-release/2023/07/26/2711275/18362/en/Latest-Research-Evaluating-Clinical-Benefits-of-VASCEPA-VAZKEPA-icosapent-ethyl-to-be-Presented-at-the-European-Society-of-Cardiology-ESC-Congress.html,Clinical Study,7/26/2023 8:00,pre_market,1.129999995,1.129999995,455.4400024,454.4700012,0,-0.002129811,0.002129811,long,long,
164,203,AMRN,Amarin Reports First Quarter 2023 Financial Results and Provides Business Update,https://www.globenewswire.com/news-release/2023/05/03/2660168/18362/en/Amarin-Reports-First-Quarter-2023-Financial-Results-and-Provides-Business-Update.html,Earnings Releases and Operating Results,5/3/2023 7:00,pre_market,1.409999967,1.429999948,410.8399963,411.3599854,0.014184384,0.001265673,0.012918711,long,long,
165,204,AMRN,Amarin Announces Vascepa® (Icosapent Ethyl) Approved to Reduce Cardiovascular Risk in the Kingdom of Saudi Arabia (KSA),https://www.globenewswire.com/news-release/2023/06/21/2692114/18362/en/Amarin-Announces-Vascepa-Icosapent-Ethyl-Approved-to-Reduce-Cardiovascular-Risk-in-the-Kingdom-of-Saudi-Arabia-KSA.html,Product / Services Announcement,6/21/2023 9:00,pre_market,1.190000057,1.179999948,437.1799927,436.1600037,-0.008403453,-0.00233311,-0.006070343,short,short,
166,198,AMRN,Amarin Partner EddingPharm Receives Regulatory Approval for Vascepa® (Icosapent Ethyl) in Mainland China,https://www.globenewswire.com/news-release/2023/06/01/2680082/18362/en/Amarin-Partner-EddingPharm-Receives-Regulatory-Approval-for-Vascepa-Icosapent-Ethyl-in-Mainland-China.html,Health,6/1/2023 6:00,pre_market,1.169999957,1.210000038,417.8500061,418.0899963,0.034188105,0.000574345,0.033613759,long,long,
167,206,AMRN,Scottish Medicines Consortium Accepts VAZKEPA® (icosapent ethyl) to Help Reduce Cardiovascular Risk for Patients in Scotland(1),https://www.globenewswire.com/news-release/2023/08/07/2719579/18362/en/Scottish-Medicines-Consortium-Accepts-VAZKEPA-icosapent-ethyl-to-Help-Reduce-Cardiovascular-Risk-for-Patients-in-Scotland-1.html,Product / Services Announcement,8/7/2023 7:00,pre_market,1.179999948,1.179999948,446.8099976,448.7099915,0,0.004252353,-0.004252353,short,short,
168,190,ALVO,"Alvotech Announces Positive Top-Line Results from a Pharmacokinetic Study for AVT03, a Proposed Biosimilar for Prolia® and Xgeva®",https://www.globenewswire.com/news-release/2024/01/29/2818530/0/en/Alvotech-Announces-Positive-Top-Line-Results-from-a-Pharmacokinetic-Study-for-AVT03-a-Proposed-Biosimilar-for-Prolia-and-Xgeva.html,European Regulatory News,1/29/2024 4:00,pre_market,14.64999962,15,487.4100037,487.730011,0.023890812,0.000656547,0.023234265,long,long,
169,191,ALVO,Alvotech birtir upplýsingar um stöðu umsókna um markaðsleyfi fyrir AVT02 og AVT04 í Bandaríkjunum,https://www.globenewswire.com/news-release/2024/01/19/2812429/0/is/Alvotech-birtir-uppl%C3%BDsingar-um-st%C3%B6%C3%B0u-ums%C3%B3kna-um-marka%C3%B0sleyfi-fyrir-AVT02-og-AVT04-%C3%AD-Bandar%C3%ADkjunum.html,European Regulatory News,1/19/2024 11:30,market_open,13.07999992,14.14000034,477.6499939,482.4299927,0.081039788,0.010007325,0.071032463,long,long,
170,192,ALVO,Alvotech Provides Update on Status of Biologics License Applications for AVT02 and AVT04,https://www.globenewswire.com/news-release/2024/01/19/2812432/0/en/Alvotech-Provides-Update-on-Status-of-Biologics-License-Applications-for-AVT02-and-AVT04.html,Health,1/19/2024 11:30,market_open,13.07999992,14.14000034,477.6499939,482.4299927,0.081039788,0.010007325,0.071032463,long,long,
171,194,ALVO,"Alvotech Announces Positive Top-Line Results from a Pharmacokinetic Study for AVT03, a Proposed Biosimilar for Prolia® and Xgeva®",https://www.globenewswire.com/news-release/2024/01/29/2818535/0/en/Alvotech-Announces-Positive-Top-Line-Results-from-a-Pharmacokinetic-Study-for-AVT03-a-Proposed-Biosimilar-for-Prolia-and-Xgeva.html,Clinical Study,1/29/2024 4:00,pre_market,14.64999962,15,487.4100037,487.730011,0.023890812,0.000656547,0.023234265,long,long,
172,195,ALVO,Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab),https://www.globenewswire.com/news-release/2024/02/15/2829779/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html,Financing Agreements,2/15/2024 6:30,pre_market,15.69999981,15.75,498.5700073,499.2900085,0.003184726,0.001444133,0.001740593,long,long,
173,196,ALVO,Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab),https://www.globenewswire.com/news-release/2024/02/15/2829780/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html,European Regulatory News,2/15/2024 6:30,pre_market,15.69999981,15.75,498.5700073,499.2900085,0.003184726,0.001444133,0.001740593,long,long,
174,221,ANAB,Anaptys Announces Participation in November Investor Conferences,https://www.globenewswire.com/news-release/2023/11/01/2771329/0/en/Anaptys-Announces-Participation-in-November-Investor-Conferences.html,Conference Calls/ Webcasts,11/1/2023 9:15,pre_market,16.30999947,16.13999939,418.2000122,419.2000122,-0.010423058,0.0023912,-0.012814259,short,short,
175,222,ANAB,"Anaptys to Present Phase 1 Data on ANB032, its BTLA Agonist Antibody, at the 32nd EADV Congress",https://www.globenewswire.com/news-release/2023/10/11/2758455/0/en/Anaptys-to-Present-Phase-1-Data-on-ANB032-its-BTLA-Agonist-Antibody-at-the-32nd-EADV-Congress.html,Clinical Study,10/11/2023 9:15,pre_market,19.59000015,19.55999947,434.5400085,435.6400146,-0.001531429,0.002531427,-0.004062855,short,short,
176,223,ANAB,AnaptysBio- and GSK-partnered immuno-oncology agent JEMPERLI (dostarlimab-gxly) meets primary endpoint in Phase 3 RUBY trial in primary advanced or recurrent endometrial cancer,https://www.globenewswire.com/news-release/2022/12/02/2566746/0/en/AnaptysBio-and-GSK-partnered-immuno-oncology-agent-JEMPERLI-dostarlimab-gxly-meets-primary-endpoint-in-Phase-3-RUBY-trial-in-primary-advanced-or-recurrent-endometrial-cancer.html,Health,12/2/2022 9:00,pre_market,27.28000069,26.98999977,407.3800049,402.25,-0.010630532,-0.012592677,0.001962145,long,long,
177,224,ANAB,AnaptysBio to Participate in Upcoming November Investor Conferences,https://www.globenewswire.com/news-release/2022/11/09/2552375/0/en/AnaptysBio-to-Participate-in-Upcoming-November-Investor-Conferences.html,Calendar of Events,11/9/2022 14:10,market_open,29.77000046,29.29000092,379.9299927,374.1300049,-0.016123599,-0.015265938,-0.000857661,short,short,
178,207,AMRN,Amarin Highlights New Data Providing Potential Mechanistic Insight into Vascepa®/Vazkepa® (Icosapent Ethyl) Reduction of Cardiovascular Events,https://www.globenewswire.com/news-release/2023/05/12/2667968/18362/en/Amarin-Highlights-New-Data-Providing-Potential-Mechanistic-Insight-into-Vascepa-Vazkepa-Icosapent-Ethyl-Reduction-of-Cardiovascular-Events.html,Health,5/12/2023 11:00,market_open,1.200000048,1.230000019,413.4200134,411.5899963,0.024999975,-0.004426532,0.029426508,long,long,
179,208,AMRN,Amarin And Neopharm Announce Exclusive Commercialization Agreement for VAZKEPA® (Icosapent Ethyl) in Israel,https://www.globenewswire.com/news-release/2023/08/08/2720436/18362/en/Amarin-And-Neopharm-Announce-Exclusive-Commercialization-Agreement-for-VAZKEPA-Icosapent-Ethyl-in-Israel.html,Product / Services Announcement,8/8/2023 7:00,pre_market,1.149999976,1.139999986,450.7099915,448.0799866,-0.008695644,-0.005835249,-0.002860395,short,short,
180,209,AMRN,"Amarin Appoints Jonathan Provoost Executive Vice President, Chief Legal & Compliance Officer",https://www.globenewswire.com/news-release/2023/10/31/2770478/18362/en/Amarin-Appoints-Jonathan-Provoost-Executive-Vice-President-Chief-Legal-Compliance-Officer.html,Directors and Officers,10/31/2023 12:00,market_open,0.680000007,0.699999988,416.1799927,418.2000122,0.029411736,0.004853716,0.02455802,long,long,
181,210,AMRN,Amarin and Lotus Pharmaceuticals Announce Exclusive Partnership Agreement to Commercialize Vazkepa® (Icosapent Ethyl) in Southeast Asia and South Korea,https://www.globenewswire.com/news-release/2023/07/31/2714836/18362/en/Amarin-and-Lotus-Pharmaceuticals-Announce-Exclusive-Partnership-Agreement-to-Commercialize-Vazkepa-Icosapent-Ethyl-in-Southeast-Asia-and-South-Korea.html,Partnerships,7/31/2023 8:00,pre_market,1.190000057,1.190000057,456.9200134,457.4100037,0,0.001072376,-0.001072376,short,short,
182,211,AMRN,Amarin Announces VAZKEPA® (Icosapent Ethyl) Approved by Israel's Ministry of Health,https://www.globenewswire.com/news-release/2023/04/04/2640591/18362/en/Amarin-Announces-VAZKEPA-Icosapent-Ethyl-Approved-by-Israel-s-Ministry-of-Health.html,Product / Services Announcement,4/4/2023 8:00,pre_market,1.49000001,1.480000019,410.9500122,411.6199951,-0.006711403,0.001630327,-0.00834173,short,short,
183,212,AMRN,Amarin Names Aaron Berg Interim President & Chief Executive Officer and Adds Oliver O’Connor to Company’s Board of Directors,https://www.globenewswire.com/news-release/2023/04/17/2647757/18362/en/Amarin-Names-Aaron-Berg-Interim-President-Chief-Executive-Officer-and-Adds-Oliver-O-Connor-to-Company-s-Board-of-Directors.html,Directors and Officers,4/17/2023 7:00,pre_market,1.350000024,1.350000024,412.4599915,412.3699951,0,-0.000218194,0.000218194,long,long,
184,213,AMRN,Amarin to Present at the 2023 Cantor Global Healthcare Conference,https://www.globenewswire.com/news-release/2023/09/12/2741592/18362/en/Amarin-to-Present-at-the-2023-Cantor-Global-Healthcare-Conference.html,Conference Calls/ Webcasts,9/12/2023 8:00,pre_market,1.009999991,1,448.4500122,446.9500122,-0.009900981,-0.003344854,-0.006556126,short,short,
185,214,AMRN,Amarin Reports Second Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/08/02/2716719/18362/en/Amarin-Reports-Second-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,8/2/2023 7:11,pre_market,1.190000057,1.159999967,456.480011,453.25,-0.025210159,-0.007075909,-0.01813425,short,short,
186,215,AMRN,Amarin Provides Preliminary Fourth Quarter 2023 Selected Financials and Outlines Key Priorities For 2024,https://www.globenewswire.com/news-release/2024/01/10/2806970/18362/en/Amarin-Provides-Preliminary-Fourth-Quarter-2023-Selected-Financials-and-Outlines-Key-Priorities-For-2024.html,Pre-Release Comments,1/10/2024 7:00,pre_market,0.970000029,1.120000005,473.8800049,474.1600037,0.154639146,0.000590864,0.154048282,long,long,
187,216,AMRN,Amarin Chairman & CEO Issue Letter to Shareholders,https://www.globenewswire.com/news-release/2024/01/22/2812941/18362/en/Amarin-Chairman-CEO-Issue-Letter-to-Shareholders.html,Major shareholder announcements,1/22/2024 7:30,pre_market,1.049999952,1.059999943,482.4299927,484.0100098,0.009523801,0.003275122,0.006248679,long,long,
188,217,AMRN,"Amarin to Report Fourth Quarter and Full Year 2023 Financial Results and Host Conference on February 29, 2024",https://www.globenewswire.com/news-release/2024/02/15/2829894/18362/en/Amarin-to-Report-Fourth-Quarter-and-Full-Year-2023-Financial-Results-and-Host-Conference-on-February-29-2024.html,Conference Calls/ Webcasts,2/15/2024 8:00,pre_market,1.179999948,1.179999948,498.5700073,499.2900085,0,0.001444133,-0.001444133,short,short,
189,218,AMRN,Amarin to Present at the 42nd Annual J.P. Morgan Healthcare Conference,https://www.globenewswire.com/news-release/2023/12/11/2793825/18362/en/Amarin-to-Present-at-the-42nd-Annual-J-P-Morgan-Healthcare-Conference.html,Calendar of Events,12/11/2023 8:00,pre_market,0.860000014,0.839999974,460.2000122,459.6900024,-0.023255861,-0.001108235,-0.022147626,short,short,
190,241,ANNX,Annexon Highlights Recent Pipeline and Business Progress and Reports Second Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/08/07/2719531/0/en/Annexon-Highlights-Recent-Pipeline-and-Business-Progress-and-Reports-Second-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,8/7/2023 6:30,pre_market,3.380000114,3.400000095,446.8099976,448.7099915,0.005917154,0.004252353,0.001664801,long,long,
