ticker	title	link	topic	published_est	market	hour_of_day
"OCUP"	"Ocuphire Pharma Strengthens Leadership Team with Key Appointments"	"https://www.globenewswire.com/news-release/2024/02/14/2829026/0/en/Ocuphire-Pharma-Strengthens-Leadership-Team-with-Key-Appointments.html"	"Directors and Officers"	"2024-02-14 08:00:00"	"pre_market"	8
"INAB"	"IN8bio Announces Publication on Novel Gamma-Delta T Cell Therapy for Glioblastoma in Frontiers in Immunology"	"https://www.globenewswire.com/news-release/2024/02/14/2829025/0/en/IN8bio-Announces-Publication-on-Novel-Gamma-Delta-T-Cell-Therapy-for-Glioblastoma-in-Frontiers-in-Immunology.html"	"Clinical Study"	"2024-02-14 08:00:00"	"pre_market"	8
"INAB"	"IN8bio Announces Publication on Novel Gamma-Delta T Cell Therapy for Glioblastoma in Frontiers in Immunology"	"https://www.globenewswire.com/news-release/2024/02/14/2829025/0/en/IN8bio-Announces-Publication-on-Novel-Gamma-Delta-T-Cell-Therapy-for-Glioblastoma-in-Frontiers-in-Immunology.html"	"clinical_study"	"2024-02-14 08:00:00"	"pre_market"	8
"OCUP"	"Ocuphire Pharma Strengthens Leadership Team with Key Appointments"	"https://www.globenewswire.com/news-release/2024/02/14/2829026/0/en/Ocuphire-Pharma-Strengthens-Leadership-Team-with-Key-Appointments.html"	"directors_and_officers"	"2024-02-14 08:00:00"	"pre_market"	8
"OCGN"	"Ocugen to Host Clinical Showcase in New York City on Wednesday, February 21, 2024"	"https://www.globenewswire.com/news-release/2024/02/14/2829003/0/en/Ocugen-to-Host-Clinical-Showcase-in-New-York-City-on-Wednesday-February-21-2024.html"	"conference_calls__webcasts"	"2024-02-14 07:30:00"	"pre_market"	7
"NTLA"	"Intellia Therapeutics to Hold Conference Call to Discuss Fourth Quarter and Full-Year 2023 Earnings and Company Updates"	"https://www.globenewswire.com/news-release/2024/02/14/2828990/0/en/Intellia-Therapeutics-to-Hold-Conference-Call-to-Discuss-Fourth-Quarter-and-Full-Year-2023-Earnings-and-Company-Updates.html"	"calendar_of_events"	"2024-02-14 07:30:00"	"pre_market"	7
"ANVS"	"Annovis Bio Announces Last Patient Last Visit in the Phase II/III Study of Buntanetap in Alzheimer’s Disease"	"https://www.globenewswire.com/news-release/2024/02/14/2828993/0/en/Annovis-Bio-Announces-Last-Patient-Last-Visit-in-the-Phase-II-III-Study-of-Buntanetap-in-Alzheimer-s-Disease.html"	"clinical_study"	"2024-02-14 07:30:00"	"pre_market"	7
"OCGN"	"Ocugen to Host Clinical Showcase in New York City on Wednesday, February 21, 2024"	"https://www.globenewswire.com/news-release/2024/02/14/2829003/0/en/Ocugen-to-Host-Clinical-Showcase-in-New-York-City-on-Wednesday-February-21-2024.html"	"Conference Calls/ Webcasts"	"2024-02-14 07:30:00"	"pre_market"	7
"ANVS"	"Annovis Bio Announces Last Patient Last Visit in the Phase II/III Study of Buntanetap in Alzheimer’s Disease"	"https://www.globenewswire.com/news-release/2024/02/14/2828993/0/en/Annovis-Bio-Announces-Last-Patient-Last-Visit-in-the-Phase-II-III-Study-of-Buntanetap-in-Alzheimer-s-Disease.html"	"Clinical Study"	"2024-02-14 07:30:00"	"pre_market"	7
"NTLA"	"Intellia Therapeutics to Hold Conference Call to Discuss Fourth Quarter and Full-Year 2023 Earnings and Company Updates"	"https://www.globenewswire.com/news-release/2024/02/14/2828990/0/en/Intellia-Therapeutics-to-Hold-Conference-Call-to-Discuss-Fourth-Quarter-and-Full-Year-2023-Earnings-and-Company-Updates.html"	"Calendar of Events"	"2024-02-14 07:30:00"	"pre_market"	7
"TCRX"	"TScan Therapeutics to Host Virtual KOL Event to Discuss Updated Results from Phase 1 Heme Malignancies Study Presented at the 2024 Tandem Meetings of ASTCT and CIBMTR"	"https://www.globenewswire.com/news-release/2024/02/14/2828962/0/en/TScan-Therapeutics-to-Host-Virtual-KOL-Event-to-Discuss-Updated-Results-from-Phase-1-Heme-Malignancies-Study-Presented-at-the-2024-Tandem-Meetings-of-ASTCT-and-CIBMTR.html"	"calendar_of_events"	"2024-02-14 07:00:00"	"pre_market"	7
"PYPD"	"PolyPid Provides Corporate Update and Reports Fourth Quarter and Full Year 2023 Financial Results"	"https://www.globenewswire.com/news-release/2024/02/14/2828967/0/en/PolyPid-Provides-Corporate-Update-and-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html"	"earnings_releases_and_operating_results"	"2024-02-14 07:00:00"	"pre_market"	7
"PYPD"	"PolyPid Provides Corporate Update and Reports Fourth Quarter and Full Year 2023 Financial Results"	"https://www.globenewswire.com/news-release/2024/02/14/2828967/0/en/PolyPid-Provides-Corporate-Update-and-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html"	"Earnings Releases and Operating Results"	"2024-02-14 07:00:00"	"pre_market"	7
"TCRX"	"TScan Therapeutics to Host Virtual KOL Event to Discuss Updated Results from Phase 1 Heme Malignancies Study Presented at the 2024 Tandem Meetings of ASTCT and CIBMTR"	"https://www.globenewswire.com/news-release/2024/02/14/2828962/0/en/TScan-Therapeutics-to-Host-Virtual-KOL-Event-to-Discuss-Updated-Results-from-Phase-1-Heme-Malignancies-Study-Presented-at-the-2024-Tandem-Meetings-of-ASTCT-and-CIBMTR.html"	"Calendar of Events"	"2024-02-14 07:00:00"	"pre_market"	7
"SANN.SW"	"Santhera Announces Publication of Efficacy, Safety and Tolerability Data with Vamorolone (AGAMREE®) in Patients with Duchenne Muscular Dystrophy in Neurology"	"https://www.globenewswire.com/news-release/2024/02/14/2828764/0/en/Santhera-Announces-Publication-of-Efficacy-Safety-and-Tolerability-Data-with-Vamorolone-AGAMREE-in-Patients-with-Duchenne-Muscular-Dystrophy-in-Neurology.html"	"press_releases"	"2024-02-14 01:00:00"	"overnight"	1
"SANN.SW"	"Santhera gibt Veröffentlichung von Daten zur Wirksamkeit, Sicherheit und Verträglichkeit von Vamorolon (AGAMREE®) bei Patienten mit Duchenne-Muskeldystrophie in Neurology bekannt"	"https://www.globenewswire.com/news-release/2024/02/14/2828764/0/de/Santhera-gibt-Ver%C3%B6ffentlichung-von-Daten-zur-Wirksamkeit-Sicherheit-und-Vertr%C3%A4glichkeit-von-Vamorolon-AGAMREE-bei-Patienten-mit-Duchenne-Muskeldystrophie-in-Neurology-bekannt.html"	"press_releases"	"2024-02-14 01:00:00"	"overnight"	1
"SANN.SW"	"Santhera gibt Veröffentlichung von Daten zur Wirksamkeit, Sicherheit und Verträglichkeit von Vamorolon (AGAMREE®) bei Patienten mit Duchenne-Muskeldystrophie in Neurology bekannt"	"https://www.globenewswire.com/news-release/2024/02/14/2828764/0/de/Santhera-gibt-Ver%C3%B6ffentlichung-von-Daten-zur-Wirksamkeit-Sicherheit-und-Vertr%C3%A4glichkeit-von-Vamorolon-AGAMREE-bei-Patienten-mit-Duchenne-Muskeldystrophie-in-Neurology-bekannt.html"	"Press releases"	"2024-02-14 01:00:00"	"overnight"	1
"SANN.SW"	"Santhera Announces Publication of Efficacy, Safety and Tolerability Data with Vamorolone (AGAMREE®) in Patients with Duchenne Muscular Dystrophy in Neurology"	"https://www.globenewswire.com/news-release/2024/02/14/2828764/0/en/Santhera-Announces-Publication-of-Efficacy-Safety-and-Tolerability-Data-with-Vamorolone-AGAMREE-in-Patients-with-Duchenne-Muscular-Dystrophy-in-Neurology.html"	"Press releases"	"2024-02-14 01:00:00"	"overnight"	1
"PCIB.OL"	"PCI Biotech second half 2023 interim results"	"https://www.globenewswire.com/news-release/2024/02/14/2828767/0/en/PCI-Biotech-second-half-2023-interim-results.html"	"european_regulatory_news"	"2024-02-14 01:00:00"	"overnight"	1
"PCIB.OL"	"PCI Biotech second half 2023 interim results"	"https://www.globenewswire.com/news-release/2024/02/14/2828767/0/en/PCI-Biotech-second-half-2023-interim-results.html"	"European Regulatory News"	"2024-02-14 01:00:00"	"overnight"	1
"NANO.PA"	"Voting Rights and Shares Capital of the Company"	"https://www.globenewswire.com/news-release/2024/02/13/2828661/0/en/Voting-Rights-and-Shares-Capital-of-the-Company.html"	"European Regulatory News"	"2024-02-13 16:15:00"	"after_hours"	16
"NANO.PA"	"Voting Rights and Shares Capital of the Company"	"https://www.globenewswire.com/news-release/2024/02/13/2828661/0/en/Voting-Rights-and-Shares-Capital-of-the-Company.html"	"european_regulatory_news"	"2024-02-13 16:15:00"	"after_hours"	16
"NANO.PA"	"INFORMATION MENSUELLE RELATIVE AU NOMBRE TOTAL DE DROITS DE VOTE ET D’ACTIONS COMPOSANT LE CAPITAL SOCIAL"	"https://www.globenewswire.com/news-release/2024/02/13/2828661/0/fr/INFORMATION-MENSUELLE-RELATIVE-AU-NOMBRE-TOTAL-DE-DROITS-DE-VOTE-ET-D-ACTIONS-COMPOSANT-LE-CAPITAL-SOCIAL.html"	"european_regulatory_news"	"2024-02-13 16:15:00"	"after_hours"	16
"NANO.PA"	"INFORMATION MENSUELLE RELATIVE AU NOMBRE TOTAL DE DROITS DE VOTE ET D’ACTIONS COMPOSANT LE CAPITAL SOCIAL"	"https://www.globenewswire.com/news-release/2024/02/13/2828661/0/fr/INFORMATION-MENSUELLE-RELATIVE-AU-NOMBRE-TOTAL-DE-DROITS-DE-VOTE-ET-D-ACTIONS-COMPOSANT-LE-CAPITAL-SOCIAL.html"	"European Regulatory News"	"2024-02-13 16:15:00"	"after_hours"	16
"RZLT"	"Rezolute Reports Second Quarter Fiscal 2024 Results and Provides Business Update"	"https://www.globenewswire.com/news-release/2024/02/13/2828647/0/en/Rezolute-Reports-Second-Quarter-Fiscal-2024-Results-and-Provides-Business-Update.html"	"Earnings Releases and Operating Results"	"2024-02-13 16:05:00"	"after_hours"	16
"RZLT"	"Rezolute Reports Second Quarter Fiscal 2024 Results and Provides Business Update"	"https://www.globenewswire.com/news-release/2024/02/13/2828647/0/en/Rezolute-Reports-Second-Quarter-Fiscal-2024-Results-and-Provides-Business-Update.html"	"earnings_releases_and_operating_results"	"2024-02-13 16:05:00"	"after_hours"	16
"RENB"	"Cutting Edge AI Company GEDiCube and Cyclomics sign binding LOI to join forces and position themselves at the forefront of the global liquid biopsy marketplace"	"https://www.globenewswire.com/news-release/2024/02/13/2828380/0/en/Cutting-Edge-AI-Company-GEDiCube-and-Cyclomics-sign-binding-LOI-to-join-forces-and-position-themselves-at-the-forefront-of-the-global-liquid-biopsy-marketplace.html"	"Mergers and Acquisitions"	"2024-02-13 09:46:00"	"market_open"	9
"RENB"	"Cutting Edge AI Company GEDiCube and Cyclomics sign binding LOI to join forces and position themselves at the forefront of the global liquid biopsy marketplace"	"https://www.globenewswire.com/news-release/2024/02/13/2828380/0/en/Cutting-Edge-AI-Company-GEDiCube-and-Cyclomics-sign-binding-LOI-to-join-forces-and-position-themselves-at-the-forefront-of-the-global-liquid-biopsy-marketplace.html"	"mergers_and_acquisitions"	"2024-02-13 09:46:00"	"market_open"	9
"RENB"	"AI Pioneer GEDi Cube and Biotech Innovator Renovaro Biosciences Combine Forces to Accelerate Personalized Medicine"	"https://www.globenewswire.com/news-release/2024/02/13/2828372/0/en/AI-Pioneer-GEDi-Cube-and-Biotech-Innovator-Renovaro-Biosciences-Combine-Forces-to-Accelerate-Personalized-Medicine.html"	"mergers_and_acquisitions"	"2024-02-13 09:31:00"	"market_open"	9
"RENB"	"AI Pioneer GEDi Cube and Biotech Innovator Renovaro Biosciences Combine Forces to Accelerate Personalized Medicine"	"https://www.globenewswire.com/news-release/2024/02/13/2828372/0/en/AI-Pioneer-GEDi-Cube-and-Biotech-Innovator-Renovaro-Biosciences-Combine-Forces-to-Accelerate-Personalized-Medicine.html"	"Mergers and Acquisitions"	"2024-02-13 09:31:00"	"market_open"	9
"BTAI"	"BioXcel Therapeutics Announces Termination of Proposed Public Offering"	"https://www.globenewswire.com/news-release/2024/02/13/2828330/0/en/BioXcel-Therapeutics-Announces-Termination-of-Proposed-Public-Offering.html"	"financing_agreements"	"2024-02-13 09:00:00"	"pre_market"	9
"BTAI"	"BioXcel Therapeutics Announces Termination of Proposed Public Offering"	"https://www.globenewswire.com/news-release/2024/02/13/2828330/0/en/BioXcel-Therapeutics-Announces-Termination-of-Proposed-Public-Offering.html"	"Financing Agreements"	"2024-02-13 09:00:00"	"pre_market"	9
"CRSP"	"CRISPR Therapeutics Announces $280 Million Registered Direct Offering"	"https://www.globenewswire.com/news-release/2024/02/13/2828258/0/en/CRISPR-Therapeutics-Announces-280-Million-Registered-Direct-Offering.html"	"Changes in company's own shares"	"2024-02-13 08:30:00"	"pre_market"	8
"DYAI"	"Dyadic and Cygnus Technologies Announce Partnership To Provide C1 HCP ELISA Assay to Enhance Quality Assurance in Biomanufacturing"	"https://www.globenewswire.com/news-release/2024/02/13/2828243/0/en/Dyadic-and-Cygnus-Technologies-Announce-Partnership-To-Provide-C1-HCP-ELISA-Assay-to-Enhance-Quality-Assurance-in-Biomanufacturing.html"	"Partnerships"	"2024-02-13 08:30:00"	"pre_market"	8
"CRSP"	"CRISPR Therapeutics Announces $280 Million Registered Direct Offering"	"https://www.globenewswire.com/news-release/2024/02/13/2828258/0/en/CRISPR-Therapeutics-Announces-280-Million-Registered-Direct-Offering.html"	"changes_in_company's_own_shares"	"2024-02-13 08:30:00"	"pre_market"	8
"DYAI"	"Dyadic and Cygnus Technologies Announce Partnership To Provide C1 HCP ELISA Assay to Enhance Quality Assurance in Biomanufacturing"	"https://www.globenewswire.com/news-release/2024/02/13/2828243/0/en/Dyadic-and-Cygnus-Technologies-Announce-Partnership-To-Provide-C1-HCP-ELISA-Assay-to-Enhance-Quality-Assurance-in-Biomanufacturing.html"	"partnerships"	"2024-02-13 08:30:00"	"pre_market"	8
"RAPT"	"RAPT Therapeutics Bolsters Leadership Team with the Appointment of Nipun Davar, Ph.D., as Senior Vice President of Technical Operations"	"https://www.globenewswire.com/news-release/2024/02/13/2828209/0/en/RAPT-Therapeutics-Bolsters-Leadership-Team-with-the-Appointment-of-Nipun-Davar-Ph-D-as-Senior-Vice-President-of-Technical-Operations.html"	"product___services_announcement"	"2024-02-13 08:00:00"	"pre_market"	8
"RAPT"	"RAPT Therapeutics Bolsters Leadership Team with the Appointment of Nipun Davar, Ph.D., as Senior Vice President of Technical Operations"	"https://www.globenewswire.com/news-release/2024/02/13/2828209/0/en/RAPT-Therapeutics-Bolsters-Leadership-Team-with-the-Appointment-of-Nipun-Davar-Ph-D-as-Senior-Vice-President-of-Technical-Operations.html"	"Product / Services Announcement"	"2024-02-13 08:00:00"	"pre_market"	8
"CADL"	"CAN-3110 Receives FDA Fast Track Designation for Treatment of Recurrent High-Grade Glioma"	"https://www.globenewswire.com/news-release/2024/02/13/2828140/0/en/CAN-3110-Receives-FDA-Fast-Track-Designation-for-Treatment-of-Recurrent-High-Grade-Glioma.html"	"health"	"2024-02-13 07:30:00"	"pre_market"	7
"CADL"	"CAN-3110 Receives FDA Fast Track Designation for Treatment of Recurrent High-Grade Glioma"	"https://www.globenewswire.com/news-release/2024/02/13/2828140/0/en/CAN-3110-Receives-FDA-Fast-Track-Designation-for-Treatment-of-Recurrent-High-Grade-Glioma.html"	"Health"	"2024-02-13 07:30:00"	"pre_market"	7
"KBLB"	"Kraig Biocraft Laboratories Announces New Spider Silk Production Facility in Vietnam's Silk Capital"	"https://www.globenewswire.com/news-release/2024/02/13/2828120/0/en/Kraig-Biocraft-Laboratories-Announces-New-Spider-Silk-Production-Facility-in-Vietnam-s-Silk-Capital.html"	"Product / Services Announcement"	"2024-02-13 07:05:00"	"pre_market"	7
"KBLB"	"Kraig Biocraft Laboratories Announces New Spider Silk Production Facility in Vietnam's Silk Capital"	"https://www.globenewswire.com/news-release/2024/02/13/2828120/0/en/Kraig-Biocraft-Laboratories-Announces-New-Spider-Silk-Production-Facility-in-Vietnam-s-Silk-Capital.html"	"product___services_announcement"	"2024-02-13 07:05:00"	"pre_market"	7
"EYEN"	"Eyenovia Announces FDA Approval of Redwood City as Commercial Manufacturing Facility"	"https://www.globenewswire.com/news-release/2024/02/13/2828089/0/en/Eyenovia-Announces-FDA-Approval-of-Redwood-City-as-Commercial-Manufacturing-Facility.html"	"Product / Services Announcement"	"2024-02-13 07:00:00"	"pre_market"	7
"EYEN"	"Eyenovia Announces FDA Approval of Redwood City as Commercial Manufacturing Facility"	"https://www.globenewswire.com/news-release/2024/02/13/2828089/0/en/Eyenovia-Announces-FDA-Approval-of-Redwood-City-as-Commercial-Manufacturing-Facility.html"	"product___services_announcement"	"2024-02-13 07:00:00"	"pre_market"	7
"STTK"	"Shattuck Labs Enters into Strategic Collaboration and License Agreement with Ono Pharmaceutical to Generate Bifunctional Fusion Proteins for the Treatment of Autoimmune and Inflammatory Diseases"	"https://www.globenewswire.com/news-release/2024/02/13/2828053/0/en/Shattuck-Labs-Enters-into-Strategic-Collaboration-and-License-Agreement-with-Ono-Pharmaceutical-to-Generate-Bifunctional-Fusion-Proteins-for-the-Treatment-of-Autoimmune-and-Inflamm.html"	"Licensing Agreements"	"2024-02-13 06:00:00"	"pre_market"	6
"STTK"	"Shattuck Labs Enters into Strategic Collaboration and License Agreement with Ono Pharmaceutical to Generate Bifunctional Fusion Proteins for the Treatment of Autoimmune and Inflammatory Diseases"	"https://www.globenewswire.com/news-release/2024/02/13/2828053/0/en/Shattuck-Labs-Enters-into-Strategic-Collaboration-and-License-Agreement-with-Ono-Pharmaceutical-to-Generate-Bifunctional-Fusion-Proteins-for-the-Treatment-of-Autoimmune-and-Inflamm.html"	"licensing_agreements"	"2024-02-13 06:00:00"	"pre_market"	6
"CRSP"	"European Commission Approves First CRISPR/Cas9 Gene-Edited Therapy, CASGEVY™ (exagamglogene autotemcel), for the Treatment of Sickle Cell Disease (SCD) and Transfusion-Dependent Beta Thalassemia (TDT)"	"https://www.globenewswire.com/news-release/2024/02/13/2827965/0/en/European-Commission-Approves-First-CRISPR-Cas9-Gene-Edited-Therapy-CASGEVY-exagamglogene-autotemcel-for-the-Treatment-of-Sickle-Cell-Disease-SCD-and-Transfusion-Dependent-Beta-Thal.html"	"Clinical Study"	"2024-02-13 02:30:00"	"overnight"	2
"CRSP"	"European Commission Approves First CRISPR/Cas9 Gene-Edited Therapy, CASGEVY™ (exagamglogene autotemcel), for the Treatment of Sickle Cell Disease (SCD) and Transfusion-Dependent Beta Thalassemia (TDT)"	"https://www.globenewswire.com/news-release/2024/02/13/2827965/0/en/European-Commission-Approves-First-CRISPR-Cas9-Gene-Edited-Therapy-CASGEVY-exagamglogene-autotemcel-for-the-Treatment-of-Sickle-Cell-Disease-SCD-and-Transfusion-Dependent-Beta-Thal.html"	"clinical_study"	"2024-02-13 02:30:00"	"overnight"	2
"BIIB"	"Biogen Received European Commission Approval for SKYCLARYS® (omaveloxolone), the First Therapy to Treat Friedreich’s Ataxia"	"https://www.globenewswire.com/news-release/2024/02/12/2827864/0/en/Biogen-Received-European-Commission-Approval-for-SKYCLARYS-omaveloxolone-the-First-Therapy-to-Treat-Friedreich-s-Ataxia.html"	"product___services_announcement"	"2024-02-12 16:06:00"	"after_hours"	16
"BIIB"	"Biogen Received European Commission Approval for SKYCLARYS® (omaveloxolone), the First Therapy to Treat Friedreich’s Ataxia"	"https://www.globenewswire.com/news-release/2024/02/12/2827864/0/en/Biogen-Received-European-Commission-Approval-for-SKYCLARYS-omaveloxolone-the-First-Therapy-to-Treat-Friedreich-s-Ataxia.html"	"Product / Services Announcement"	"2024-02-12 16:06:00"	"after_hours"	16
"GTHX"	"G1 Therapeutics to Continue Pivotal Phase 3 Trial of Trilaciclib in Metastatic Triple Negative Breast Cancer Following Interim Analysis by Independent Data Monitoring Committee"	"https://www.globenewswire.com/news-release/2024/02/12/2827863/0/en/G1-Therapeutics-to-Continue-Pivotal-Phase-3-Trial-of-Trilaciclib-in-Metastatic-Triple-Negative-Breast-Cancer-Following-Interim-Analysis-by-Independent-Data-Monitoring-Committee.html"	"clinical_study"	"2024-02-12 16:05:00"	"after_hours"	16
"GTHX"	"G1 Therapeutics to Continue Pivotal Phase 3 Trial of Trilaciclib in Metastatic Triple Negative Breast Cancer Following Interim Analysis by Independent Data Monitoring Committee"	"https://www.globenewswire.com/news-release/2024/02/12/2827863/0/en/G1-Therapeutics-to-Continue-Pivotal-Phase-3-Trial-of-Trilaciclib-in-Metastatic-Triple-Negative-Breast-Cancer-Following-Interim-Analysis-by-Independent-Data-Monitoring-Committee.html"	"Clinical Study"	"2024-02-12 16:05:00"	"after_hours"	16
"TTOO"	"T2 Biosystems Receives FDA 510(k) Clearance for the Expanded T2Bacteria Panel"	"https://www.globenewswire.com/news-release/2024/02/12/2827565/32489/en/T2-Biosystems-Receives-FDA-510-k-Clearance-for-the-Expanded-T2Bacteria-Panel.html"	"Product / Services Announcement"	"2024-02-12 09:00:00"	"pre_market"	9
"INMB"	"INmune Bio to Participate in the Oppenheimer 34th Annual Healthcare Life Sciences Conference"	"https://www.globenewswire.com/news-release/2024/02/12/2827562/0/en/INmune-Bio-to-Participate-in-the-Oppenheimer-34th-Annual-Healthcare-Life-Sciences-Conference.html"	"Conference Calls/ Webcasts"	"2024-02-12 09:00:00"	"pre_market"	9
"INMB"	"INmune Bio to Participate in the Oppenheimer 34th Annual Healthcare Life Sciences Conference"	"https://www.globenewswire.com/news-release/2024/02/12/2827562/0/en/INmune-Bio-to-Participate-in-the-Oppenheimer-34th-Annual-Healthcare-Life-Sciences-Conference.html"	"conference_calls__webcasts"	"2024-02-12 09:00:00"	"pre_market"	9
"TTOO"	"T2 Biosystems Receives FDA 510(k) Clearance for the Expanded T2Bacteria Panel"	"https://www.globenewswire.com/news-release/2024/02/12/2827565/32489/en/T2-Biosystems-Receives-FDA-510-k-Clearance-for-the-Expanded-T2Bacteria-Panel.html"	"product___services_announcement"	"2024-02-12 09:00:00"	"pre_market"	9
"CDTX"	"Cidara Therapeutics Receives $11.14 Million Milestone Payment Following European Approval of REZZAYO"	"https://www.globenewswire.com/news-release/2024/02/12/2827490/0/en/Cidara-Therapeutics-Receives-11-14-Million-Milestone-Payment-Following-European-Approval-of-REZZAYO.html"	"health"	"2024-02-12 08:00:00"	"pre_market"	8
"MDAI"	"Spectral AI Appoints Dr. J. Michael DiMaio to Board of Directors"	"https://www.globenewswire.com/news-release/2024/02/12/2827481/0/en/Spectral-AI-Appoints-Dr-J-Michael-DiMaio-to-Board-of-Directors.html"	"Directors and Officers"	"2024-02-12 08:00:00"	"pre_market"	8
"MDG1.DE"	"Medigene Announces Indication Selection  for the Clinical Development of its Lead 3rd Generation TCR-T Therapy Program in Solid Tumors"	"https://www.globenewswire.com/news-release/2024/02/12/2827472/0/en/Medigene-Announces-Indication-Selection-for-the-Clinical-Development-of-its-Lead-3rd-Generation-TCR-T-Therapy-Program-in-Solid-Tumors.html"	"Company Announcement"	"2024-02-12 08:00:00"	"pre_market"	8
"MDAI"	"Spectral AI Appoints Dr. J. Michael DiMaio to Board of Directors"	"https://www.globenewswire.com/news-release/2024/02/12/2827481/0/en/Spectral-AI-Appoints-Dr-J-Michael-DiMaio-to-Board-of-Directors.html"	"directors_and_officers"	"2024-02-12 08:00:00"	"pre_market"	8
"MDG1.DE"	"Medigene Announces Indication Selection  for the Clinical Development of its Lead 3rd Generation TCR-T Therapy Program in Solid Tumors"	"https://www.globenewswire.com/news-release/2024/02/12/2827472/0/en/Medigene-Announces-Indication-Selection-for-the-Clinical-Development-of-its-Lead-3rd-Generation-TCR-T-Therapy-Program-in-Solid-Tumors.html"	"company_announcement"	"2024-02-12 08:00:00"	"pre_market"	8
"CDTX"	"Cidara Therapeutics Receives $11.14 Million Milestone Payment Following European Approval of REZZAYO"	"https://www.globenewswire.com/news-release/2024/02/12/2827490/0/en/Cidara-Therapeutics-Receives-11-14-Million-Milestone-Payment-Following-European-Approval-of-REZZAYO.html"	"Health"	"2024-02-12 08:00:00"	"pre_market"	8
"BTAI"	"BioXcel Therapeutics Receives FDA Fast Track Designation for BXCL701 for Treatment of Small Cell Neuroendocrine Prostate Cancer (SCNC)"	"https://www.globenewswire.com/news-release/2024/02/12/2827423/0/en/BioXcel-Therapeutics-Receives-FDA-Fast-Track-Designation-for-BXCL701-for-Treatment-of-Small-Cell-Neuroendocrine-Prostate-Cancer-SCNC.html"	"health"	"2024-02-12 07:14:00"	"pre_market"	7
"BTAI"	"BioXcel Therapeutics Receives FDA Fast Track Designation for BXCL701 for Treatment of Small Cell Neuroendocrine Prostate Cancer (SCNC)"	"https://www.globenewswire.com/news-release/2024/02/12/2827423/0/en/BioXcel-Therapeutics-Receives-FDA-Fast-Track-Designation-for-BXCL701-for-Treatment-of-Small-Cell-Neuroendocrine-Prostate-Cancer-SCNC.html"	"Health"	"2024-02-12 07:14:00"	"pre_market"	7
"PYPD"	"PolyPid Announces Enrollment of the 100th Patient in the Ongoing SHIELD II Phase 3 Trial"	"https://www.globenewswire.com/news-release/2024/02/12/2827386/0/en/PolyPid-Announces-Enrollment-of-the-100th-Patient-in-the-Ongoing-SHIELD-II-Phase-3-Trial.html"	"clinical_study"	"2024-02-12 07:00:00"	"pre_market"	7
"PYPD"	"PolyPid Announces Enrollment of the 100th Patient in the Ongoing SHIELD II Phase 3 Trial"	"https://www.globenewswire.com/news-release/2024/02/12/2827386/0/en/PolyPid-Announces-Enrollment-of-the-100th-Patient-in-the-Ongoing-SHIELD-II-Phase-3-Trial.html"	"Clinical Study"	"2024-02-12 07:00:00"	"pre_market"	7
"NSPR"	"InspireMD Appoints Principal Investigators for C-GUARDIANS II Clinical Trial of the SwitchGuard™ Neuroprotection System"	"https://www.globenewswire.com/news-release/2024/02/12/2827400/0/en/InspireMD-Appoints-Principal-Investigators-for-C-GUARDIANS-II-Clinical-Trial-of-the-SwitchGuard-Neuroprotection-System.html"	"clinical_study"	"2024-02-12 07:00:00"	"pre_market"	7
"MDWD"	"MediWound Announces Positive Results in Head-to-Head Comparison of EscharEx® vs. SANTYL® within the ChronEx Phase II Randomized Controlled Study"	"https://www.globenewswire.com/news-release/2024/02/12/2827407/30505/en/MediWound-Announces-Positive-Results-in-Head-to-Head-Comparison-of-EscharEx-vs-SANTYL-within-the-ChronEx-Phase-II-Randomized-Controlled-Study.html"	"Health"	"2024-02-12 07:00:00"	"pre_market"	7
"NSPR"	"InspireMD Appoints Principal Investigators for C-GUARDIANS II Clinical Trial of the SwitchGuard™ Neuroprotection System"	"https://www.globenewswire.com/news-release/2024/02/12/2827400/0/en/InspireMD-Appoints-Principal-Investigators-for-C-GUARDIANS-II-Clinical-Trial-of-the-SwitchGuard-Neuroprotection-System.html"	"Clinical Study"	"2024-02-12 07:00:00"	"pre_market"	7
"MDWD"	"MediWound Announces Positive Results in Head-to-Head Comparison of EscharEx® vs. SANTYL® within the ChronEx Phase II Randomized Controlled Study"	"https://www.globenewswire.com/news-release/2024/02/12/2827407/30505/en/MediWound-Announces-Positive-Results-in-Head-to-Head-Comparison-of-EscharEx-vs-SANTYL-within-the-ChronEx-Phase-II-Randomized-Controlled-Study.html"	"health"	"2024-02-12 07:00:00"	"pre_market"	7
"PCIB.OL"	"PCI Biotech: Invitation to second half interim 2023 results presentation"	"https://www.globenewswire.com/news-release/2024/02/12/2827225/0/en/PCI-Biotech-Invitation-to-second-half-interim-2023-results-presentation.html"	"european_regulatory_news"	"2024-02-12 03:26:00"	"overnight"	3
"PCIB.OL"	"PCI Biotech: Invitation to second half interim 2023 results presentation"	"https://www.globenewswire.com/news-release/2024/02/12/2827225/0/en/PCI-Biotech-Invitation-to-second-half-interim-2023-results-presentation.html"	"European Regulatory News"	"2024-02-12 03:26:00"	"overnight"	3
