id,ticker,title,link,topic,published_est,market,begin_price,end_price,index_begin_price,index_end_price,daily_return,index_return,daily_alpha,actual_action,predicted_action,confidence
249,"ANVS","Annovis Bio Actively Recruiting Patients for its Phase 2a Trials in Alzheimer’s and Parkinson’s Diseases","https://www.globenewswire.com/news-release/2020/08/20/2081200/0/en/Annovis-Bio-Actively-Recruiting-Patients-for-its-Phase-2a-Trials-in-Alzheimer-s-and-Parkinson-s-Diseases.html","Product / Services Announcement","2020-08-20 06:45:00","pre_market",5,6,337,335,0,-0,0,"long","long",NaN
258,"ANVS","Annovis Bio Demonstrates Improved Axonal Transport in Nerve Cells and Brain of Down Syndrome Mice, an Animal Model of Alzheimer’s Disease","https://www.globenewswire.com/news-release/2020/09/29/2100426/0/en/Annovis-Bio-Demonstrates-Improved-Axonal-Transport-in-Nerve-Cells-and-Brain-of-Down-Syndrome-Mice-an-Animal-Model-of-Alzheimer-s-Disease.html","Research Analysis and Reports","2020-09-29 06:45:00","pre_market",4,4,334,334,0,-0,0,"long","long",NaN
260,"ANVS","Annovis Bio Announces Last Patient Last Visit in the Phase III Study of Buntanetap in Parkinson’s Disease","https://www.globenewswire.com/news-release/2023/12/05/2790799/0/en/Annovis-Bio-Announces-Last-Patient-Last-Visit-in-the-Phase-III-Study-of-Buntanetap-in-Parkinson-s-Disease.html","Health","2023-12-05 07:30:00","pre_market",10,10,457,455,0,-0,0,"long","long",NaN
261,"ANVS","Annovis Bio Announces Last Patient Last Visit in the Phase II/III Study of Buntanetap in Alzheimer’s Disease","https://www.globenewswire.com/news-release/2024/02/14/2828993/0/en/Annovis-Bio-Announces-Last-Patient-Last-Visit-in-the-Phase-II-III-Study-of-Buntanetap-in-Alzheimer-s-Disease.html","Clinical Study","2024-02-14 07:30:00","pre_market",10,10,494,497,0,0,0,"long","long",NaN
278,"ARQT","Arcutis Presents Positive Patient-Reported Outcome Data from the Pivotal ARRECTOR Phase 3 Trial in Scalp and Body Psoriasis at European Academy of Dermatology and Venereology (EADV) Congress","https://www.globenewswire.com/news-release/2023/10/13/2759915/0/en/Arcutis-Presents-Positive-Patient-Reported-Outcome-Data-from-the-Pivotal-ARRECTOR-Phase-3-Trial-in-Scalp-and-Body-Psoriasis-at-European-Academy-of-Dermatology-and-Venereology-EADV-.html","Clinical Study","2023-10-13 08:00:00","pre_market",4,4,434,435,-0,0,-0,"short","short",NaN
279,"ARQT","FDA Accepts Arcutis’ Supplemental New Drug Application for Roflumilast Cream 0.15% for the Treatment of Atopic Dermatitis in Adults and Children Down to Age 6","https://www.globenewswire.com/news-release/2023/11/29/2787702/0/en/FDA-Accepts-Arcutis-Supplemental-New-Drug-Application-for-Roflumilast-Cream-0-15-for-the-Treatment-of-Atopic-Dermatitis-in-Adults-and-Children-Down-to-Age-6.html","Clinical Study","2023-11-29 08:00:00","pre_market",2,2,455,457,0,0,0,"long","long",NaN
265,"APTO","Aptose to Hold Interim Clinical Update Webcast on Saturday, June 10, 2023","https://www.globenewswire.com/news-release/2023/05/31/2679281/35575/en/Aptose-to-Hold-Interim-Clinical-Update-Webcast-on-Saturday-June-10-2023.html","Conference Calls/ Webcasts","2023-05-31 07:30:00","pre_market",0,0,420,418,0,-0,0,"long","long",NaN
266,"APTO","Aptose Announces Pricing of $8.4 Million Public Offering and a Concurrent $4 Million Private Placement with Hanmi Pharmaceutical","https://www.globenewswire.com/news-release/2024/01/26/2817923/35575/en/Aptose-Announces-Pricing-of-8-4-Million-Public-Offering-and-a-Concurrent-4-Million-Private-Placement-with-Hanmi-Pharmaceutical.html","Financing Agreements","2024-01-26 08:00:00","pre_market",2,2,488,488,-0,-0,-0,"short","short",NaN
267,"APTO","Aptose Clinical and Preclinical Data to be Presented at European School of Haematology (ESH) 6th International Conference","https://www.globenewswire.com/news-release/2023/10/16/2760527/35575/en/Aptose-Clinical-and-Preclinical-Data-to-be-Presented-at-European-School-of-Haematology-ESH-6th-International-Conference.html","Research Analysis and Reports","2023-10-16 07:30:00","pre_market",2,2,432,434,0,0,0,"long","long",NaN
268,"APTO","Aptose Announces Closing of $3 Million Investment by Hanmi Pharmaceutical","https://www.globenewswire.com/news-release/2023/09/06/2738285/35575/en/Aptose-Announces-Closing-of-3-Million-Investment-by-Hanmi-Pharmaceutical.html","Financing Agreements","2023-09-06 07:45:00","pre_market",4,4,449,448,0,-0,0,"long","long",NaN
269,"APTO","Aptose to Present at the Cantor Global Healthcare Conference","https://www.globenewswire.com/news-release/2023/09/18/2744684/35575/en/Aptose-to-Present-at-the-Cantor-Global-Healthcare-Conference.html","Health","2023-09-18 07:45:00","pre_market",3,3,443,443,0,-0,0,"long","long",NaN
270,"APTO","Aptose to Report Third Quarter 2023 Financial Results and Hold Conference Call on Thursday, November 9, 2023","https://www.globenewswire.com/news-release/2023/10/26/2767370/35575/en/Aptose-to-Report-Third-Quarter-2023-Financial-Results-and-Hold-Conference-Call-on-Thursday-November-9-2023.html","Conference Calls/ Webcasts","2023-10-26 07:11:00","pre_market",3,3,418,416,0,-0,0,"long","long",NaN
271,"APTO","Aptose to Hold Clinical Update and KOL Data Review of AML Drug Tuspetinib on Monday, October 30th","https://www.globenewswire.com/news-release/2023/10/23/2764610/35575/en/Aptose-to-Hold-Clinical-Update-and-KOL-Data-Review-of-AML-Drug-Tuspetinib-on-Monday-October-30th.html","Conference Calls/ Webcasts","2023-10-23 07:30:00","pre_market",2,2,421,420,0,-0,0,"long","long",NaN
272,"APTO","Aptose Presents Highlights from Clinical Update Webcast Featuring Latest Available Data on AML Drug Tuspetinib","https://www.globenewswire.com/news-release/2023/10/30/2769327/35575/en/Aptose-Presents-Highlights-from-Clinical-Update-Webcast-Featuring-Latest-Available-Data-on-AML-Drug-Tuspetinib.html","Clinical Study","2023-10-30 09:15:00","pre_market",3,3,411,414,0,0,0,"long","long",NaN
273,"APTO","Aptose Tuspetinib Clinical Data Selected for Oral Presentation at the 2023 ASH Annual Meeting","https://www.globenewswire.com/news-release/2023/11/02/2772405/35575/en/Aptose-Tuspetinib-Clinical-Data-Selected-for-Oral-Presentation-at-the-2023-ASH-Annual-Meeting.html","Clinical Study","2023-11-02 09:00:00","pre_market",3,3,423,427,-0,0,-0,"short","short",NaN
274,"APTO","Aptose Biosciences Provides Update on Reverse Stock Split","https://www.globenewswire.com/news-release/2023/06/05/2681857/35575/en/Aptose-Biosciences-Provides-Update-on-Reverse-Stock-Split.html","Changes in company's own shares","2023-06-05 07:30:00","pre_market",0,0,428,428,0,0,0,"long","long",NaN
262,"ANVS","Annovis Bio Appoints Andrew Walsh as Vice President Finance","https://www.globenewswire.com/news-release/2023/12/01/2789245/0/en/Annovis-Bio-Appoints-Andrew-Walsh-as-Vice-President-Finance.html","Directors and Officers","2023-12-01 07:30:00","pre_market",8,9,456,456,0,-0,0,"long","long",NaN
263,"ANVS","Annovis Bio Refines Timeline for Parkinson’s Phase III Study Data Announcement","https://www.globenewswire.com/news-release/2024/01/24/2815216/0/en/Annovis-Bio-Refines-Timeline-for-Parkinson-s-Phase-III-Study-Data-Announcement.html","Clinical Study","2024-01-24 08:00:00","pre_market",12,10,485,488,-0,0,-0,"short","short",NaN
295,"BCAB","BioAtla Announces $65 Million Underwritten Offering of its Common Stock","https://www.globenewswire.com/news-release/2022/11/04/2548838/0/en/BioAtla-Announces-65-Million-Underwritten-Offering-of-its-Common-Stock.html","Stock Market News","2022-11-04 09:08:00","pre_market",6,8,371,377,0,0,0,"long","long",NaN
296,"BCAB","BioAtla to Announce Fourth Quarter and Full-Year 2022 Financial Results and Provide Business Highlights","https://www.globenewswire.com/news-release/2023/03/16/2628593/0/en/BioAtla-to-Announce-Fourth-Quarter-and-Full-Year-2022-Financial-Results-and-Provide-Business-Highlights.html","Conference Calls/ Webcasts","2023-03-16 08:00:00","pre_market",3,3,389,387,-0,-0,0,"long","long",NaN
281,"ARQT","Arcutis Launches First Television Ad for ZORYVE® (Roflumilast) Cream 0.3%","https://www.globenewswire.com/news-release/2023/08/29/2733332/0/en/Arcutis-Launches-First-Television-Ad-for-ZORYVE-Roflumilast-Cream-0-3.html","Product / Services Announcement","2023-08-29 08:00:00","pre_market",8,8,443,443,0,-0,0,"long","long",NaN
282,"ARQT","Arcutis Biotherapeutics Publishes Annual Environmental, Social, and Governance (ESG) Report","https://www.globenewswire.com/news-release/2023/08/31/2735212/0/en/Arcutis-Biotherapeutics-Publishes-Annual-Environmental-Social-and-Governance-ESG-Report.html","Environmental, Social, and Governance Criteria","2023-08-31 08:00:00","pre_market",9,9,451,452,0,0,-0,"short","long",NaN
283,"ARQT","FDA Approves Arcutis’ ZORYVE® (roflumilast) Cream 0.3% for Treatment of Psoriasis in Children Ages 6 to 11","https://www.globenewswire.com/news-release/2023/10/06/2756044/0/en/FDA-Approves-Arcutis-ZORYVE-roflumilast-Cream-0-3-for-Treatment-of-Psoriasis-in-Children-Ages-6-to-11.html","Product / Services Announcement","2023-10-06 08:00:00","pre_market",4,4,424,422,0,-0,0,"long","long",NaN
284,"ARQT","Arcutis Announces Positive Results from INTEGUMENT-PED Pivotal Phase 3 Trial of Roflumilast Cream 0.05% for the Treatment of Atopic Dermatitis in Children Ages 2 to 5","https://www.globenewswire.com/news-release/2023/09/19/2745482/0/en/Arcutis-Announces-Positive-Results-from-INTEGUMENT-PED-Pivotal-Phase-3-Trial-of-Roflumilast-Cream-0-05-for-the-Treatment-of-Atopic-Dermatitis-in-Children-Ages-2-to-5.html","Clinical Study","2023-09-19 07:30:00","pre_market",6,6,444,443,-0,-0,-0,"short","short",NaN
285,"ARQT","Arcutis Announces Positive Long-Term Results of Roflumilast Cream 0.15% Showing Durable and Improved Efficacy Over Time and Favorable Safety Profile in Treatment of Mild to Moderate Atopic Dermatitis (AD)","https://www.globenewswire.com/news-release/2023/09/07/2739327/0/en/Arcutis-Announces-Positive-Long-Term-Results-of-Roflumilast-Cream-0-15-Showing-Durable-and-Improved-Efficacy-Over-Time-and-Favorable-Safety-Profile-in-Treatment-of-Mild-to-Moderate.html","Clinical Study","2023-09-07 08:15:00","pre_market",8,8,446,443,0,-0,0,"long","long",NaN
287,"ARQT","Arcutis Announces Third Quarter 2023 Financial Results and Provides Business Update","https://www.globenewswire.com/news-release/2023/11/03/2773109/0/en/Arcutis-Announces-Third-Quarter-2023-Financial-Results-and-Provides-Business-Update.html","Conference Calls/ Webcasts","2023-11-03 07:30:00","pre_market",2,2,431,433,0,0,0,"long","long",NaN
288,"ARQT","New Data Shows ZORYVE® (Roflumilast) Cream 0.3% Provided Measurable Improvement of Plaque Psoriasis in Nearly All Individuals in DERMIS Trials","https://www.globenewswire.com/news-release/2023/10/20/2763969/0/en/New-Data-Shows-ZORYVE-Roflumilast-Cream-0-3-Provided-Measurable-Improvement-of-Plaque-Psoriasis-in-Nearly-All-Individuals-in-DERMIS-Trials.html","Clinical Study","2023-10-20 08:00:00","pre_market",3,2,426,426,-0,-0,-0,"short","short",NaN
289,"ARQT","Arcutis Appoints L. Todd Edwards as Chief Commercial Officer","https://www.globenewswire.com/news-release/2023/09/27/2750305/0/en/Arcutis-Appoints-L-Todd-Edwards-as-Chief-Commercial-Officer.html","Directors and Officers","2023-09-27 08:00:00","pre_market",6,6,426,427,-0,0,-0,"short","short",NaN
290,"ARQT","ZORYVE® (roflumilast) Topical Foam, 0.3%, for the Treatment of Seborrheic Dermatitis Launches in the United States","https://www.globenewswire.com/news-release/2024/01/22/2813014/0/en/ZORYVE-roflumilast-Topical-Foam-0-3-for-the-Treatment-of-Seborrheic-Dermatitis-Launches-in-the-United-States.html","Health","2024-01-22 08:00:00","pre_market",3,3,482,484,0,0,0,"long","long",NaN
291,"ARQT","Arcutis to Report Fourth Quarter and Full Year 2023 Financial Results","https://www.globenewswire.com/news-release/2024/02/16/2830722/0/en/Arcutis-to-Report-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html","Calendar of Events","2024-02-16 08:00:00","pre_market",8,8,502,502,0,-0,0,"long","long",NaN
292,"ARQT","Journal of the American Academy of Dermatology Publishes ZORYVE (roflumilast) Foam, 0.3% Results for Seborrheic Dermatitis from Pivotal Phase 3 Trial","https://www.globenewswire.com/news-release/2024/01/29/2818829/0/en/Journal-of-the-American-Academy-of-Dermatology-Publishes-ZORYVE-roflumilast-Foam-0-3-Results-for-Seborrheic-Dermatitis-from-Pivotal-Phase-3-Trial.html","Clinical Study","2024-01-29 08:00:00","pre_market",5,5,487,488,0,0,0,"long","long",NaN
293,"ARQT","Arcutis to Present at the Guggenheim Healthcare Talks – 6th Annual Biotechnology Conference","https://www.globenewswire.com/news-release/2024/01/31/2821035/0/en/Arcutis-to-Present-at-the-Guggenheim-Healthcare-Talks-6th-Annual-Biotechnology-Conference.html","Calendar of Events","2024-01-31 08:00:00","pre_market",6,6,491,489,-0,-0,-0,"short","short",NaN
297,"BCAB","BioAtla Announces FDA Clearance of Investigational New Drug Application for BA3182, a CAB-EpCAMxCAB-CD3 Bispecific T-Cell Engager for the Treatment of Advanced Adenocarcinoma","https://www.globenewswire.com/news-release/2023/02/23/2614225/0/en/BioAtla-Announces-FDA-Clearance-of-Investigational-New-Drug-Application-for-BA3182-a-CAB-EpCAMxCAB-CD3-Bispecific-T-Cell-Engager-for-the-Treatment-of-Advanced-Adenocarcinoma.html","Clinical Study","2023-02-23 08:00:00","pre_market",3,3,399,402,-0,0,-0,"short","short",NaN
298,"BCAB","BioAtla to Announce Second Quarter 2023 Financial Results and Provide Business Highlights on August 1, 2023","https://www.globenewswire.com/news-release/2023/07/25/2710360/0/en/BioAtla-to-Announce-Second-Quarter-2023-Financial-Results-and-Provide-Business-Highlights-on-August-1-2023.html","Conference Calls/ Webcasts","2023-07-25 08:00:00","pre_market",3,3,454,454,-0,-0,-0,"short","short",NaN
299,"BCAB","BioAtla to Participate in the JMP Securities Hematology and Oncology Summit","https://www.globenewswire.com/news-release/2023/11/30/2788523/0/en/BioAtla-to-Participate-in-the-JMP-Securities-Hematology-and-Oncology-Summit.html","Conference Calls/ Webcasts","2023-11-30 08:00:00","pre_market",2,2,455,455,0,0,0,"long","long",NaN
300,"BCAB","BioAtla Added to Membership of U.S. Small-Cap Russell 2000® Index","https://www.globenewswire.com/news-release/2023/06/26/2694369/0/en/BioAtla-Added-to-Membership-of-U-S-Small-Cap-Russell-2000-Index.html","Trading information","2023-06-26 08:00:00","pre_market",4,3,433,433,-0,-0,-0,"short","short",NaN
301,"BCAB","BioAtla Provides Clinical Program Updates and Upcoming 2023 Milestones","https://www.globenewswire.com/news-release/2023/01/10/2586086/0/en/BioAtla-Provides-Clinical-Program-Updates-and-Upcoming-2023-Milestones.html","Clinical Study","2023-01-10 08:00:00","pre_market",8,5,388,387,-0,-0,-0,"short","short",NaN
302,"BCAB","BioAtla’s Jay M. Short, Ph.D., Selected for The Explorers Club Lowell Thomas Award","https://www.globenewswire.com/news-release/2023/10/12/2759131/0/en/BioAtla-s-Jay-M-Short-Ph-D-Selected-for-The-Explorers-Club-Lowell-Thomas-Award.html","Contests/Awards","2023-10-12 07:30:00","pre_market",2,2,436,437,0,0,0,"long","long",NaN
303,"BCAB","BioAtla to Announce First Quarter 2023 Financial Results and Provide Business Highlights on May 11, 2023","https://www.globenewswire.com/news-release/2023/05/04/2661440/0/en/BioAtla-to-Announce-First-Quarter-2023-Financial-Results-and-Provide-Business-Highlights-on-May-11-2023.html","Conference Calls/ Webcasts","2023-05-04 08:00:00","pre_market",4,4,408,407,0,-0,0,"long","short",NaN
304,"BCAB","BioAtla to Participate in the Jefferies London Healthcare Conference","https://www.globenewswire.com/news-release/2022/11/08/2550890/0/en/BioAtla-to-Participate-in-the-Jefferies-London-Healthcare-Conference.html","Calendar of Events","2022-11-08 08:00:00","pre_market",8,8,380,381,0,0,-0,"short","short",NaN
305,"BCAB","BioAtla to Host Virtual KOL Event to Review IASLC Data on BA3011 in NSCLC","https://www.globenewswire.com/news-release/2023/11/28/2786858/0/en/BioAtla-to-Host-Virtual-KOL-Event-to-Review-IASLC-Data-on-BA3011-in-NSCLC.html","Conference Calls/ Webcasts","2023-11-28 08:00:00","pre_market",1,2,454,454,0,-0,0,"long","long",NaN
306,"BCAB","BioAtla to Participate in the 41st Annual J.P. Morgan Healthcare Conference","https://www.globenewswire.com/news-release/2022/12/22/2578554/0/en/BioAtla-to-Participate-in-the-41st-Annual-J-P-Morgan-Healthcare-Conference.html","Conference Calls/ Webcasts","2022-12-22 08:00:00","pre_market",8,8,386,383,0,-0,0,"long","long",NaN
307,"BCAB","BioAtla Provides Guidance on Near-Term Milestones and Plans to Announce Third Quarter 2023 Financial Results and Business Update on November 7, 2023","https://www.globenewswire.com/news-release/2023/10/10/2757357/0/en/BioAtla-Provides-Guidance-on-Near-Term-Milestones-and-Plans-to-Announce-Third-Quarter-2023-Financial-Results-and-Business-Update-on-November-7-2023.html","Conference Calls/ Webcasts","2023-10-10 07:30:00","pre_market",2,2,432,433,0,0,-0,"short","short",NaN
308,"BCAB","BioAtla to Participate in the Jefferies Healthcare Conference","https://www.globenewswire.com/news-release/2023/05/31/2679301/0/en/BioAtla-to-Participate-in-the-Jefferies-Healthcare-Conference.html","Trade Show","2023-05-31 08:00:00","pre_market",3,3,420,418,-0,-0,-0,"short","short",NaN
309,"BCAB","BioAtla to Participate in the H.C. Wainwright 25th Annual Global Investment Conference","https://www.globenewswire.com/news-release/2023/09/06/2738343/0/en/BioAtla-to-Participate-in-the-H-C-Wainwright-25th-Annual-Global-Investment-Conference.html","Conference Calls/ Webcasts","2023-09-06 08:00:00","pre_market",3,3,449,448,0,-0,0,"long","short",NaN
310,"BCAB","BioAtla Hosting Virtual R&D Day to Highlight BA3071 CAB-CTLA-4 Phase 1 Data in Multiple Solid Tumor Types","https://www.globenewswire.com/news-release/2023/12/13/2795508/0/en/BioAtla-Hosting-Virtual-R-D-Day-to-Highlight-BA3071-CAB-CTLA-4-Phase-1-Data-in-Multiple-Solid-Tumor-Types.html","Calendar of Events","2023-12-13 08:00:00","pre_market",2,2,464,464,0,0,0,"long","long",NaN
311,"BCAB","BioAtla Presented Phase 2 Clinical Trial Data at the IASLC 2023 North America Conference on Lung Cancer and Virtual KOL Event","https://www.globenewswire.com/news-release/2023/12/05/2790846/0/en/BioAtla-Presented-Phase-2-Clinical-Trial-Data-at-the-IASLC-2023-North-America-Conference-on-Lung-Cancer-and-Virtual-KOL-Event.html","Clinical Study","2023-12-05 08:00:00","pre_market",1,1,457,455,0,-0,0,"long","long",NaN
312,"BCAB","BioAtla to Participate in the 42nd Annual J.P. Morgan Healthcare Conference","https://www.globenewswire.com/news-release/2023/12/20/2799219/0/en/BioAtla-to-Participate-in-the-42nd-Annual-J-P-Morgan-Healthcare-Conference.html","Calendar of Events","2023-12-20 08:00:00","pre_market",2,2,475,474,0,-0,0,"long","long",NaN
313,"BCAB","BioAtla to Host Virtual R&D Day to Review BA3071 CAB-CTLA-4 Phase 1 Data in Multiple Solid Tumor Types on Wednesday, December 13, 2023","https://www.globenewswire.com/news-release/2023/12/06/2791717/0/en/BioAtla-to-Host-Virtual-R-D-Day-to-Review-BA3071-CAB-CTLA-4-Phase-1-Data-in-Multiple-Solid-Tumor-Types-on-Wednesday-December-13-2023.html","Clinical Study","2023-12-06 08:00:00","pre_market",1,1,457,459,0,0,0,"long","long",NaN
316,"BCDA","BioCardia Announces Clarification and Next Steps on its Autologous CardiAMP Cell Therapy Programs","https://www.globenewswire.com/news-release/2023/09/06/2738243/0/en/BioCardia-Announces-Clarification-and-Next-Steps-on-its-Autologous-CardiAMP-Cell-Therapy-Programs.html","Clinical Study","2023-09-06 07:15:00","pre_market",1,1,449,448,-0,-0,-0,"short","short",NaN
317,"BCDA","BioCardia Announces Helix™ Biotherapeutic Delivery Patent Issuance in Japan","https://www.globenewswire.com/news-release/2023/06/08/2684599/0/en/BioCardia-Announces-Helix-Biotherapeutic-Delivery-Patent-Issuance-in-Japan.html","Patents","2023-06-08 07:00:00","pre_market",2,2,427,427,0,0,0,"long","long",NaN
319,"BCDA","BioCardia Announces DSMB Recommendation to Pause New Enrollment in Phase III Pivotal CardiAMP Cell Therapy Heart Failure Trial While Additional Blinded Data is Collected","https://www.globenewswire.com/news-release/2023/07/24/2709400/0/en/BioCardia-Announces-DSMB-Recommendation-to-Pause-New-Enrollment-in-Phase-III-Pivotal-CardiAMP-Cell-Therapy-Heart-Failure-Trial-While-Additional-Blinded-Data-is-Collected.html","Product / Services Announcement","2023-07-24 07:00:00","pre_market",2,1,452,453,-0,0,-0,"short","short",NaN
320,"BCDA","BioCardia Letter to Shareholders","https://www.globenewswire.com/news-release/2022/12/22/2578489/0/en/BioCardia-Letter-to-Shareholders.html","Health","2022-12-22 07:00:00","pre_market",2,2,386,383,-0,-0,-0,"short","short",NaN
321,"BCDA","BioCardia Announces US Patent on Bone Marrow Derived Neurokinin-1 Receptor Positive (NK1R+) Mesenchymal Stem Cells for Therapeutic Applications","https://www.globenewswire.com/news-release/2023/05/09/2664254/0/en/BioCardia-Announces-US-Patent-on-Bone-Marrow-Derived-Neurokinin-1-Receptor-Positive-NK1R-Mesenchymal-Stem-Cells-for-Therapeutic-Applications.html","Patents","2023-05-09 07:00:00","pre_market",2,2,413,411,-0,-0,-0,"short","short",NaN
322,"BCDA","BioCardia Announces Issuance of Two Patents Related to Technology That Guides Interventional Therapies","https://www.globenewswire.com/news-release/2023/04/04/2640452/0/en/BioCardia-Announces-Issuance-of-Two-Patents-Related-to-Technology-That-Guides-Interventional-Therapies.html","Patents","2023-04-04 07:00:00","pre_market",2,2,411,412,-0,0,-0,"short","short",NaN
323,"BCDA","BioCardia Announces FDA Approval of CardiAMP Heart Failure II Protocol for Autologous Cell Therapy for Ischemic Heart Failure","https://www.globenewswire.com/news-release/2023/11/14/2779941/0/en/BioCardia-Announces-FDA-Approval-of-CardiAMP-Heart-Failure-II-Protocol-for-Autologous-Cell-Therapy-for-Ischemic-Heart-Failure.html","Health","2023-11-14 07:15:00","pre_market",0,1,440,446,2,0,2,"long","long",NaN
324,"BCDA","BioCardia to Host 2022 Financial Results and Corporate Update Conference Call on March 29, 2023","https://www.globenewswire.com/news-release/2023/03/16/2628490/0/en/BioCardia-to-Host-2022-Financial-Results-and-Corporate-Update-Conference-Call-on-March-29-2023.html","Conference Calls/ Webcasts","2023-03-16 07:00:00","pre_market",2,2,389,387,0,-0,0,"long","long",NaN
325,"BCDA","BioCardia Announces Timing of the Next Data Safety Monitoring Board Meeting for the CardiAMP Cell Therapy in Heart Failure Pivotal Study","https://www.globenewswire.com/news-release/2023/05/23/2674138/0/en/BioCardia-Announces-Timing-of-the-Next-Data-Safety-Monitoring-Board-Meeting-for-the-CardiAMP-Cell-Therapy-in-Heart-Failure-Pivotal-Study.html","Calendar of Events","2023-05-23 07:00:00","pre_market",2,2,419,417,0,-0,0,"long","long",NaN
330,"BCDA","BioCardia Announces Expected CardiAMP Heart Failure Japan Approval Timeline Based on Pharmaceutical and Medical Device Agency Consultation Minutes","https://www.globenewswire.com/news-release/2023/12/18/2797714/0/en/BioCardia-Announces-Expected-CardiAMP-Heart-Failure-Japan-Approval-Timeline-Based-on-Pharmaceutical-and-Medical-Device-Agency-Consultation-Minutes.html","Clinical Study","2023-12-18 07:16:00","pre_market",1,1,469,471,0,0,0,"long","long",NaN
326,"BCDA","BioCardia to Host Q2 2023 Financial Results and Corporate Update Conference Call on August 9, 2023","https://www.globenewswire.com/news-release/2023/08/02/2716675/0/en/BioCardia-to-Host-Q2-2023-Financial-Results-and-Corporate-Update-Conference-Call-on-August-9-2023.html","Conference Calls/ Webcasts","2023-08-02 07:00:00","pre_market",1,1,456,453,0,-0,0,"long","long",NaN
327,"BCDA","BioCardia Shares Update from Japan PMDA Consultation on CardiAMP Autologous Cell Therapy for Ischemic Heart Failure; Foreign Data Expected to be Sufficient for Product Approval","https://www.globenewswire.com/news-release/2023/11/29/2787607/0/en/BioCardia-Shares-Update-from-Japan-PMDA-Consultation-on-CardiAMP-Autologous-Cell-Therapy-for-Ischemic-Heart-Failure-Foreign-Data-Expected-to-be-Sufficient-for-Product-Approval.html","Other News","2023-11-29 07:00:00","pre_market",1,1,455,457,-0,0,-0,"short","long",NaN
349,"BICX","BioCorRx Announces First Subject Dosed in Phase I Clinical Trial of BICX104, an Implantable Naltrexone Pellet for the Treatment of Opioid Use Disorder","https://www.globenewswire.com/news-release/2022/06/30/2472213/0/en/BioCorRx-Announces-First-Subject-Dosed-in-Phase-I-Clinical-Trial-of-BICX104-an-Implantable-Naltrexone-Pellet-for-the-Treatment-of-Opioid-Use-Disorder.html","Health","2022-06-30 09:00:00","pre_market",2,2,380,376,0,-0,0,"long","long",NaN
328,"BCDA","BioCardia Reports Fourth Quarter and Full Year 2022 Business Highlights and Financial Results","https://www.globenewswire.com/news-release/2023/03/29/2636648/0/en/BioCardia-Reports-Fourth-Quarter-and-Full-Year-2022-Business-Highlights-and-Financial-Results.html","Conference Calls/ Webcasts","2023-03-29 08:15:00","pre_market",2,2,396,400,0,0,-0,"short","short",NaN
329,"BCDA","BioCardia Announces Completion of Enrollment in Phase III CardiAMP HF Trial and Plans for CardiAMP HF Trial II","https://www.globenewswire.com/news-release/2023/10/11/2758144/0/en/BioCardia-Announces-Completion-of-Enrollment-in-Phase-III-CardiAMP-HF-Trial-and-Plans-for-CardiAMP-HF-Trial-II.html","Clinical Study","2023-10-11 06:00:00","pre_market",0,0,435,436,0,0,0,"long","long",NaN
337,"BICX","BioCorRx Announces Completion of Treatment Phase of Study Subjects and Preliminary Safety Data from Phase I Clinical Trial of BICX104, an Implantable Naltrexone Pellet for the Treatment of Opioid Use Disorder","https://www.globenewswire.com/news-release/2023/01/19/2591804/0/en/BioCorRx-Announces-Completion-of-Treatment-Phase-of-Study-Subjects-and-Preliminary-Safety-Data-from-Phase-I-Clinical-Trial-of-BICX104-an-Implantable-Naltrexone-Pellet-for-the-Treat.html","Company Announcement","2023-01-19 08:30:00","pre_market",1,1,391,389,0,-0,0,"long","long",NaN
338,"BICX","BioCorRx Provides Business Update for the First Quarter of 2023","https://www.globenewswire.com/news-release/2023/05/16/2669960/0/en/BioCorRx-Provides-Business-Update-for-the-First-Quarter-of-2023.html","Company Announcement","2023-05-16 08:30:00","pre_market",2,2,413,412,0,-0,0,"long","long",NaN
339,"BICX","BioCorRx Announced Interim Positive Safety and Pharmacokinetic Results of Phase 1 Clinical Trial at 4th Annual NIH HEAL Initiative Investigator Meeting","https://www.globenewswire.com/news-release/2023/03/07/2622532/0/en/BioCorRx-Announced-Interim-Positive-Safety-and-Pharmacokinetic-Results-of-Phase-1-Clinical-Trial-at-4th-Annual-NIH-HEAL-Initiative-Investigator-Meeting.html","Clinical Study","2023-03-07 15:13:00","market_open",2,2,404,398,-0,-0,0,"long","long",NaN
340,"BICX","BioCorRx to Present at Sequire Biotechnology Conference on February 2nd","https://www.globenewswire.com/news-release/2023/01/27/2596906/0/en/BioCorRx-to-Present-at-Sequire-Biotechnology-Conference-on-February-2nd.html","Press releases","2023-01-27 08:30:00","pre_market",1,1,405,404,0,-0,0,"long","long",NaN
341,"BICX","BioCorRx Completes Final Subject Enrollment in Phase I Clinical Trial of BICX104, an Implantable Naltrexone Pellet for the Treatment of Opioid Use Disorder","https://www.globenewswire.com/news-release/2022/10/13/2533867/0/en/BioCorRx-Completes-Final-Subject-Enrollment-in-Phase-I-Clinical-Trial-of-BICX104-an-Implantable-Naltrexone-Pellet-for-the-Treatment-of-Opioid-Use-Disorder.html","Clinical Study","2022-10-13 08:30:00","pre_market",2,2,357,349,0,-0,0,"long","long",NaN
